mass_A
t	x	y	func
0.0	0.21892569078799717	-0.7010435827800169	-0.3026893686128187
0.03333333333333212	0.21750788990416559	-0.7021777551289007	-0.30038839736421535
0.06666666666666606	0.21253597720105644	-0.7033044521151741	-0.29347049473111503
0.1	0.20464335197724182	-0.7055814080917374	-0.28228976964201724
0.1333333333333321	0.1942446488485775	-0.7091314367965624	-0.267361034453547
0.16666666666666605	0.18214632454270718	-0.7133261932933461	-0.25000558527247
0.19999999999999818	0.1673705911486706	-0.7172115826900274	-0.2292599946869045
0.23333333333333212	0.14897217410187735	-0.721158462775016	-0.20370809768739115
0.26666666666666605	0.13008173746049445	-0.726900590956806	-0.17707953940048263
0.3	0.10876631728367492	-0.731389689300766	-0.14762991046869975
0.3333333333333339	0.08592747146641733	-0.7345975151186337	-0.11644302532448488
0.3666666666666661	0.06251724419272431	-0.737840881877209	-0.08452808670449348
0.4	0.037720859297345366	-0.7394466668376308	-0.05096809850612077
0.43333333333333396	0.012845168909237481	-0.7418288334373724	-0.01731381254095043
0.46666666666666606	-0.01235474932439673	-0.741805525054602	0.016653431046226217
0.5	-0.037108677121276856	-0.7413858104407146	0.05001138874339641
0.5333333333333321	-0.06079608093970018	-0.7393334136341333	0.0820463409600193
0.5666666666666661	-0.08299148877749346	-0.7381466370519426	0.11196206073221827
0.6	-0.10364208965334348	-0.7365799525099823	0.1397894620001012
0.6333333333333321	-0.12326657287216358	-0.7334834367001672	0.16650052772124585
0.6666666666666661	-0.1399595744787025	-0.7307496769238961	0.18923701993975373
0.6999999999999982	-0.15452320035714506	-0.7285903021736161	0.20898845530301885
0.7333333333333322	-0.16738507490474802	-0.7244985726513309	0.22705188178930688
0.766666666666666	-0.17681538497114163	-0.7231845590631291	0.23979130420742092
0.8	-0.1839697943337033	-0.7202735200036272	0.2500700814870034
0.8333333333333339	-0.18851106493617792	-0.7192208041808517	0.25633836254766906
0.866666666666666	-0.19000031906173448	-0.7190663794159935	0.2583279509581283
0.9	-0.18893721015145531	-0.7192915913622	0.2568685195382409
0.9333333333333339	-0.18484472956240117	-0.7195349332439268	0.25145721619147704
0.966666666666666	-0.17836291332437754	-0.7207222111565199	0.24260363984768085
1.0	-0.1690319744129874	-0.7237364806006792	0.2294417520733206
1.033333333333332	-0.15675281136048835	-0.7267934765503186	0.21242338796918367
1.066666666666666	-0.14246363750043028	-0.7301865533244617	0.19268520749869478
1.1	-0.1254242458244776	-0.7327433108299505	0.1695278337683551
1.1333333333333322	-0.1067075362443512	-0.7352902722412344	0.14411689486113702
1.166666666666666	-0.08568561449120199	-0.7384019190158378	0.11552527615694609
1.1999999999999982	-0.06379401332572904	-0.7401842767470478	0.08597420754778812
1.233333333333332	-0.0400759521565498	-0.7407163818075205	0.05405161436853098
1.2666666666666662	-0.01615952425348932	-0.7413472075756875	0.021794060216375734
1.3	0.008614454648447678	-0.7398010059223575	-0.011643759968213903
1.333333333333334	0.03412708851138202	-0.7395610936507624	-0.04611234512134388
1.366666666666666	0.05850784157161737	-0.7374945697913107	-0.07916744142128324
1.4	0.08254201963541286	-0.7356273768197905	-0.11173891493310005
1.433333333333334	0.10468228768445387	-0.7312355795498576	-0.1421919687298535
1.4666666666666661	0.12817180527628813	-0.7286552974458397	-0.17412057107392545
1.5	0.1458753196457534	-0.7220199362439709	-0.19935421308255377
1.533333333333332	0.16471492673407473	-0.7187512898652695	-0.22527821936673317
1.566666666666666	0.18346100955716382	-0.7177524505344577	-0.2502468224316898
1.6	0.19671603512841573	-0.714446895505474	-0.26868257394814926
1.6333333333333322	0.20743095341665907	-0.7113444023904176	-0.28373645867629516
1.666666666666666	0.21457954362979859	-0.7077139576868684	-0.29439085166953916
1.6999999999999982	0.22020849261879516	-0.7064061109647287	-0.30218388532242396
1.733333333333332	0.22224410206284273	-0.7055599303470573	-0.30515144309479825
1.7666666666666662	0.22124680403384633	-0.7054986380287128	-0.3038898269778294
1.8	0.2174309840152835	-0.706966039692037	-0.2983735507562807
1.833333333333334	0.21100338758327797	-0.7090024817929859	-0.28925901313156865
1.866666666666666	0.20096943987139626	-0.7112488126594841	-0.27537967493139814
1.9	0.1889146827008834	-0.7144503731108393	-0.2585033378014867
1.933333333333334	0.17386161798132627	-0.7174548581767889	-0.23774794403159022
1.9666666666666661	0.15738649768283242	-0.7216121761429285	-0.2147411112923461
2.0	0.1384852634925806	-0.7260617913994662	-0.18847106597187918
2.0333333333333323	0.11729279877698573	-0.7296860161538906	-0.15938080700455315
2.066666666666666	0.09568817679610542	-0.7344068312609119	-0.1295632678152432
2.1	0.07155941885122241	-0.736726762172583	-0.09682781257166723
2.133333333333332	0.04755226260652645	-0.7385729646163706	-0.06429523114439611
2.166666666666666	0.02323252482664706	-0.7406222699550756	-0.03135864248635913
2.1999999999999984	-0.001352133135690381	-0.7418636596587044	0.0018226147363574145
2.233333333333332	-0.026174442316721613	-0.7424186166133431	0.03524104220504676
2.266666666666668	-0.049956951892268786	-0.7407662545044741	0.06733759978930894
2.3	-0.07228849911807539	-0.7394269169340275	0.09745318728971097
2.333333333333334	-0.09428543618939389	-0.7366272799609923	0.1273039277108804
2.3666666666666663	-0.11325970737130403	-0.7351037855662089	0.15287100413698002
2.4	-0.1312438201693215	-0.7322011963644898	0.17736208781404234
2.433333333333334	-0.1465477548715033	-0.7294210556024866	0.1982701042218735
2.466666666666666	-0.1599058311577241	-0.7263848027887015	0.2166831559672558
2.5	-0.17083252622274103	-0.7232022707730944	0.23196476659313056
2.5333333333333323	-0.17863705815276104	-0.7216059046674632	0.24267604653058514
2.566666666666666	-0.1844059018575725	-0.7202217020891822	0.2506556799862434
2.6	-0.18679102058536645	-0.7200938761376147	0.2538042365474278
2.633333333333332	-0.1865991538168137	-0.7198699855081052	0.25363009288833915
2.666666666666666	-0.183884613668438	-0.7197167196153625	0.2501444737913265
