t	func 0.0008 0.008
4.668333333333336	0.12687896754526032 0.0008 0.008
4.701666666666668	0.15051530359550597 0.0008 0.008
4.735	0.1723309118380059 0.0008 0.008
4.768333333333332	0.19224815904299145 0.0008 0.008
4.801666666666668	0.21079843938924536 0.0008 0.008
4.8350000000000035	0.22667476526442054 0.0008 0.008
4.868333333333336	0.23978544450880648 0.0008 0.008
4.901666666666668	0.2498837244515587 0.0008 0.008
4.935	0.2570918612819464 0.0008 0.008
4.9683333333333355	0.2624816169700153 0.0008 0.008
5.001666666666668	0.2641755079901132 0.0008 0.008
5.035000000000004	0.2627898644723137 0.0008 0.008
5.0683333333333325	0.25887415356304777 0.0008 0.008
5.1016666666666675	0.2521363804718005 0.0008 0.008
5.135	0.24271240929566346 0.0008 0.008
5.168333333333336	0.2311329084986842 0.0008 0.008
5.201666666666668	0.21651227474791487 0.0008 0.008
5.235	0.1994400859024676 0.0008 0.008
5.268333333333332	0.17996244770117253 0.0008 0.008
5.301666666666668	0.15849285638101068 0.0008 0.008
5.3350000000000035	0.13498905042883805 0.0008 0.008
5.368333333333336	0.10961095322787207 0.0008 0.008
5.401666666666668	0.08272125211581866 0.0008 0.008
5.435	0.05579835423239874 0.0008 0.008
5.4683333333333355	0.028102608246828684 0.0008 0.008
5.501666666666668	7.259372138756685E-4 0.0008 0.008
5.535000000000004	-0.028430580991475156 0.0008 0.008
5.5683333333333325	-0.05767077515290507 0.0008 0.008
5.6016666666666675	-0.08668737387912491 0.0008 0.008
5.635	-0.11453532463145723 0.0008 0.008
5.668333333333336	-0.14064817794314247 0.0008 0.008
5.701666666666668	-0.16613228006158057 0.0008 0.008
5.735	-0.18932945200334325 0.0008 0.008
5.768333333333332	-0.2114673763912771 0.0008 0.008
5.801666666666668	-0.23033294894477518 0.0008 0.008
5.8350000000000035	-0.24736690807039405 0.0008 0.008
5.868333333333336	-0.26116799968844523 0.0008 0.008
5.901666666666668	-0.27185167011798445 0.0008 0.008
5.935	-0.28126499019382145 0.0008 0.008
5.9683333333333355	-0.28682845167392074 0.0008 0.008
6.001666666666668	-0.2888455366861641 0.0008 0.008
6.035000000000004	-0.2882032546385085 0.0008 0.008
6.0683333333333325	-0.2848621646956976 0.0008 0.008
6.103333333333332	-0.27879759750173744 0.0008 0.008
6.136666666666668	-0.268646932956704 0.0008 0.008
6.17	-0.2567422774420691 0.0008 0.008
6.203333333333336	-0.24210398304354558 0.0008 0.008
6.236666666666668	-0.22493478791342772 0.0008 0.008
6.27	-0.2051252744497847 0.0008 0.008
6.303333333333332	-0.18375287973592366 0.0008 0.008
6.336666666666668	-0.16050731622095873 0.0008 0.008
6.370000000000004	-0.1353878081981412 0.0008 0.008
6.403333333333336	-0.10863660230102759 0.0008 0.008
6.436666666666668	-0.08160218928735806 0.0008 0.008
6.47	-0.052704627372979984 0.0008 0.008
6.503333333333336	-0.024924391104133293 0.0008 0.008
6.536666666666668	0.003567105443243973 0.0008 0.008
6.570000000000004	0.029444658534299967 0.0008 0.008
6.603333333333332	0.05657465051171147 0.0008 0.008
6.636666666666668	0.08387621273709081 0.0008 0.008
6.67	0.10980482385409093 0.0008 0.008
6.703333333333336	0.13451248172086827 0.0008 0.008
6.736666666666668	0.15720468156010448 0.0008 0.008
6.77	0.1779307259621335 0.0008 0.008
6.803333333333332	0.19603944784541613 0.0008 0.008
6.836666666666668	0.21288547377098405 0.0008 0.008
6.870000000000004	0.2268042018484348 0.0008 0.008
6.903333333333336	0.23822135674355469 0.0008 0.008
6.936666666666668	0.2472140771892374 0.0008 0.008
6.97	0.2531991743161292 0.0008 0.008
7.003333333333336	0.25662943502717656 0.0008 0.008
7.036666666666668	0.25773530644959053 0.0008 0.008
7.070000000000004	0.2554438595416984 0.0008 0.008
7.103333333333332	0.25068283176304784 0.0008 0.008
7.136666666666668	0.24287434899027868 0.0008 0.008
7.17	0.23228520572916997 0.0008 0.008
7.203333333333336	0.21976473038026043 0.0008 0.008
7.236666666666668	0.20371065067402772 0.0008 0.008
7.27	0.1855513678485818 0.0008 0.008
7.303333333333332	0.16518169512036432 0.0008 0.008
7.336666666666668	0.1424072829331641 0.0008 0.008
7.370000000000004	0.11894527107974696 0.0008 0.008
7.403333333333336	0.09292612965935888 0.0008 0.008
7.436666666666668	0.06698007038878015 0.0008 0.008
7.47	0.038910562551749336 0.0008 0.008
7.503333333333336	0.012127702576595959 0.0008 0.008
7.536666666666668	-0.016780418609402523 0.0008 0.008
7.570000000000004	-0.04466122421801944 0.0008 0.008
7.603333333333332	-0.07364556612159837 0.0008 0.008
7.636666666666668	-0.10190140529209912 0.0008 0.008
7.67	-0.12903389676300125 0.0008 0.008
7.703333333333336	-0.15431269595031227 0.0008 0.008
7.736666666666668	-0.1770878732588097 0.0008 0.008
7.77	-0.2002077028736628 0.0008 0.008
7.803333333333332	-0.22023960282185215 0.0008 0.008
7.836666666666668	-0.23820918743024566 0.0008 0.008
7.870000000000004	-0.25285004399442795 0.0008 0.008
7.903333333333336	-0.2652829261949012 0.0008 0.008
7.936666666666668	-0.2759351025551409 0.0008 0.008
7.97	-0.2836511392325773 0.0008 0.008
8.003333333333336	-0.2876403406201214 0.0008 0.008
8.036666666666667	-0.28876062317282863 0.0008 0.008
8.070000000000004	-0.2868051317923179 0.0008 0.008
8.103333333333332	-0.28186778027289916 0.0008 0.008
8.136666666666668	-0.27352057698153076 0.0008 0.008
8.17	-0.2621620432269144 0.0008 0.008
8.203333333333335	-0.24859413949931802 0.0008 0.008
8.236666666666668	-0.2321596095396132 0.0008 0.008
8.27	-0.21356706448200508 0.0008 0.008
8.303333333333333	-0.1927008234652857 0.0008 0.008
8.336666666666668	-0.16985925189163611 0.0008 0.008
8.370000000000003	-0.14637420022655317 0.0008 0.008
8.403333333333336	-0.12079464955785474 0.0008 0.008
8.436666666666667	-0.09453098259957311 0.0008 0.008
8.47	-0.06595104806943859 0.0008 0.008
8.503333333333336	-0.03840064257895839 0.0008 0.008
8.536666666666667	-0.011496124801439385 0.0008 0.008
8.570000000000004	0.016287940911612335 0.0008 0.008
8.603333333333332	0.04433166253266774 0.0008 0.008
8.636666666666668	0.07172155101547951 0.0008 0.008
8.67	0.0964373332224701 0.0008 0.008
8.703333333333335	0.12074617870115562 0.0008 0.008
8.736666666666668	0.14343165987884146 0.0008 0.008
8.77	0.16491844548711615 0.0008 0.008
8.803333333333336	0.1851907640749 0.0008 0.008
8.836666666666668	0.20270951588534228 0.0008 0.008
8.870000000000003	0.21734530519276066 0.0008 0.008
8.903333333333336	0.2302249932406001 0.0008 0.008
8.936666666666667	0.24032277281936482 0.0008 0.008
8.97	0.248106958724604 0.0008 0.008
9.003333333333336	0.253076755689655 0.0008 0.008
9.036666666666667	0.25542726152012324 0.0008 0.008
9.070000000000004	0.2543406910754105 0.0008 0.008
9.103333333333332	0.2504928823520917 0.0008 0.008
9.136666666666668	0.24464520641196752 0.0008 0.008
9.17	0.23570258208686226 0.0008 0.008
9.203333333333335	0.22438037688040594 0.0008 0.008
9.236666666666668	0.21047925312682939 0.0008 0.008
9.27	0.19356536430237817 0.0008 0.008
9.303333333333336	0.1742670911389572 0.0008 0.008
9.336666666666668	0.15344374513544234 0.0008 0.008
9.370000000000003	0.13120501175652996 0.0008 0.008
9.403333333333336	0.10662335281135324 0.0008 0.008
9.436666666666667	0.08084620514290576 0.0008 0.008
9.47	0.053353915586743884 0.0008 0.008
9.503333333333336	0.025720779471028618 0.0008 0.008
9.536666666666667	-0.0010490988776327439 0.0008 0.008
9.570000000000004	-0.02948076630927914 0.0008 0.008
9.603333333333332	-0.056336325923760894 0.0008 0.008
9.636666666666668	-0.08461816711682338 0.0008 0.008
9.67	-0.1109417233524493 0.0008 0.008
9.703333333333335	-0.13623189888504766 0.0008 0.008
9.736666666666668	-0.1599410780081107 0.0008 0.008
9.77	-0.1830306401618807 0.0008 0.008
9.803333333333336	-0.20359536097975017 0.0008 0.008
9.836666666666668	-0.22178833918005122 0.0008 0.008
9.870000000000003	-0.23817212131899607 0.0008 0.008
9.903333333333336	-0.25131433719471014 0.0008 0.008
9.936666666666667	-0.2620073460710858 0.0008 0.008
9.97	-0.2702744302928704 0.0008 0.008
10.003333333333336	-0.2759745668164555 0.0008 0.008
10.036666666666667	-0.27806096950309306 0.0008 0.008
10.070000000000004	-0.2780062903502744 0.0008 0.008
10.105000000000004	-0.2746704106021403 0.0008 0.008
10.138333333333332	-0.2690327631809627 0.0008 0.008
10.171666666666669	-0.25933347153654707 0.0008 0.008
10.205	-0.24811671632238674 0.0008 0.008
10.238333333333335	-0.23351455435427615 0.0008 0.008
10.271666666666668	-0.21712341740238905 0.0008 0.008
10.305	-0.19801902805312407 0.0008 0.008
10.338333333333333	-0.17701383399173362 0.0008 0.008
10.371666666666668	-0.15370077948956562 0.0008 0.008
10.405000000000003	-0.13047553081695007 0.0008 0.008
10.438333333333336	-0.10517085377392113 0.0008 0.008
10.471666666666668	-0.07853992163578952 0.0008 0.008
10.505	-0.05183696554546737 0.0008 0.008
10.538333333333336	-0.0242024364873713 0.0008 0.008
10.571666666666667	0.0022049899526018616 0.0008 0.008
10.605000000000004	0.028793508870625584 0.0008 0.008
10.638333333333332	0.0560026343883803 0.0008 0.008
10.671666666666669	0.0814905246782012 0.0008 0.008
10.705	0.10640798928614087 0.0008 0.008
10.738333333333335	0.13007370292599674 0.0008 0.008
10.771666666666668	0.15276733744382423 0.0008 0.008
10.805	0.17328201594465792 0.0008 0.008
10.838333333333336	0.1913677979890385 0.0008 0.008
10.871666666666668	0.20759467020916436 0.0008 0.008
10.905000000000003	0.2213933698758931 0.0008 0.008
10.938333333333336	0.2324407039923907 0.0008 0.008
10.971666666666668	0.24166811500662427 0.0008 0.008
11.005	0.24769478743765388 0.0008 0.008
11.038333333333336	0.2511205440078372 0.0008 0.008
11.071666666666667	0.2522313597712101 0.0008 0.008
11.105000000000004	0.25006658913759733 0.0008 0.008
11.138333333333332	0.24530763407422557 0.0008 0.008
11.171666666666669	0.23757660694985774 0.0008 0.008
11.205	0.22704238696886989 0.0008 0.008
11.238333333333335	0.2144418704920199 0.0008 0.008
11.271666666666668	0.19929087769570542 0.0008 0.008
11.305	0.18249852119404716 0.0008 0.008
11.338333333333336	0.16217271949607406 0.0008 0.008
11.371666666666668	0.14032626582182608 0.0008 0.008
11.405000000000003	0.11771506132760244 0.0008 0.008
11.438333333333336	0.09328495325237857 0.0008 0.008
11.471666666666668	0.06701060775476611 0.0008 0.008
11.505	0.04008582080187616 0.0008 0.008
11.538333333333336	0.013178107895389172 0.0008 0.008
11.571666666666667	-0.01437574590686518 0.0008 0.008
11.605000000000004	-0.04268327791480356 0.0008 0.008
11.638333333333332	-0.06937926816936947 0.0008 0.008
11.671666666666669	-0.09694625077010295 0.0008 0.008
11.705	-0.12181795436624493 0.0008 0.008
11.738333333333335	-0.14589574411087075 0.0008 0.008
11.771666666666668	-0.16883677271960176 0.0008 0.008
11.805	-0.19046541239610404 0.0008 0.008
11.838333333333336	-0.20942309849289317 0.0008 0.008
11.871666666666668	-0.22654216139235026 0.0008 0.008
11.905000000000003	-0.2411620944780599 0.0008 0.008
11.938333333333336	-0.2527996485739803 0.0008 0.008
11.971666666666668	-0.26247141850431926 0.0008 0.008
12.005	-0.26861516186020384 0.0008 0.008
12.038333333333336	-0.2726375530285114 0.0008 0.008
12.071666666666667	-0.27380943278601266 0.0008 0.008
12.105000000000004	-0.27234416000127804 0.0008 0.008
12.138333333333332	-0.26733735165019024 0.0008 0.008
12.171666666666669	-0.26008316048145275 0.0008 0.008
12.205	-0.2494834909999235 0.0008 0.008
12.238333333333335	-0.23676696296210206 0.0008 0.008
12.271666666666668	-0.2209829768075425 0.0008 0.008
12.305	-0.20405710401457633 0.0008 0.008
12.338333333333336	-0.18447021013762496 0.0008 0.008
12.371666666666668	-0.16298900648730597 0.0008 0.008
12.405000000000003	-0.14005063916251553 0.0008 0.008
12.438333333333336	-0.11531860602691797 0.0008 0.008
12.471666666666668	-0.09084643296562755 0.0008 0.008
12.505	-0.06462495349993098 0.0008 0.008
12.538333333333336	-0.038299984980200964 0.0008 0.008
12.571666666666667	-0.011347153222929804 0.0008 0.008
12.605000000000004	0.015563217586135724 0.0008 0.008
12.638333333333332	0.042322886576674865 0.0008 0.008
12.671666666666669	0.06835042916587113 0.0008 0.008
12.705	0.09295094527603769 0.0008 0.008
12.738333333333335	0.11660405543915081 0.0008 0.008
12.771666666666668	0.13927688730702328 0.0008 0.008
12.805	0.15954201160176762 0.0008 0.008
12.838333333333336	0.178536980764332 0.0008 0.008
12.871666666666668	0.19584001238462231 0.0008 0.008
12.905000000000003	0.21041997470059307 0.0008 0.008
12.938333333333336	0.22315805734196217 0.0008 0.008
12.971666666666668	0.23354327142043055 0.0008 0.008
13.005	0.2406969477424069 0.0008 0.008
13.038333333333336	0.2451492949113753 0.0008 0.008
13.071666666666667	0.2473865654292144 0.0008 0.008
13.105000000000004	0.24649976812061392 0.0008 0.008
13.138333333333332	0.2427404364572501 0.0008 0.008
13.171666666666669	0.23708231248794892 0.0008 0.008
13.205	0.22790185499745846 0.0008 0.008
13.238333333333335	0.21660511588691156 0.0008 0.008
13.271666666666668	0.2028219728803851 0.0008 0.008
13.305	0.18651506516365807 0.0008 0.008
13.338333333333336	0.16858806704117724 0.0008 0.008
13.371666666666668	0.14836613357591721 0.0008 0.008
13.405000000000003	0.12667850186594953 0.0008 0.008
13.438333333333336	0.10292153948326004 0.0008 0.008
13.471666666666668	0.07817830884897815 0.0008 0.008
13.505	0.05243056973445498 0.0008 0.008
13.538333333333336	0.025700849713401412 0.0008 0.008
13.571666666666667	-0.001000603880397692 0.0008 0.008
13.605000000000004	-0.0280796122766366 0.0008 0.008
13.638333333333332	-0.05501825267606729 0.0008 0.008
13.671666666666669	-0.08207241547545592 0.0008 0.008
13.705	-0.10783005100900099 0.0008 0.008
13.738333333333335	-0.13239067195053 0.0008 0.008
13.771666666666668	-0.15601515950981468 0.0008 0.008
13.805	-0.17756682170453267 0.0008 0.008
13.838333333333336	-0.19648284217517886 0.0008 0.008
13.871666666666668	-0.21453054454071602 0.0008 0.008
13.905000000000003	-0.23046704941483678 0.0008 0.008
13.938333333333336	-0.2439380314502869 0.0008 0.008
13.971666666666668	-0.25440457226754937 0.0008 0.008
14.005	-0.2617211049499785 0.0008 0.008
14.038333333333336	-0.267254982226595 0.0008 0.008
14.073333333333336	-0.27036993906937673 0.0008 0.008
14.106666666666667	-0.26943867680356703 0.0008 0.008
14.140000000000004	-0.2665548897943558 0.0008 0.008
14.173333333333332	-0.2607740352861127 0.0008 0.008
14.206666666666667	-0.2516721700788178 0.0008 0.008
14.24	-0.23957572078778636 0.0008 0.008
14.273333333333335	-0.22581387436107495 0.0008 0.008
14.306666666666668	-0.2096256612108564 0.0008 0.008
14.34	-0.192026704917492 0.0008 0.008
14.373333333333337	-0.17112944517170275 0.0008 0.008
14.406666666666668	-0.14896056595333082 0.0008 0.008
14.440000000000003	-0.12628348724350974 0.0008 0.008
14.473333333333336	-0.10183861244200809 0.0008 0.008
14.506666666666668	-0.07700402551986796 0.0008 0.008
14.54	-0.05077564944721537 0.0008 0.008
14.573333333333336	-0.02388062034468197 0.0008 0.008
14.606666666666667	0.004551587591192667 0.0008 0.008
14.640000000000004	0.0290548213220201 0.0008 0.008
14.673333333333332	0.054806666415259726 0.0008 0.008
14.706666666666667	0.07972282168555277 0.0008 0.008
14.74	0.10430752913615568 0.0008 0.008
14.773333333333335	0.12663844882035571 0.0008 0.008
14.806666666666668	0.147946908914875 0.0008 0.008
14.84	0.16737025013627352 0.0008 0.008
14.873333333333337	0.18531531550828825 0.0008 0.008
14.906666666666668	0.2016152431527427 0.0008 0.008
14.940000000000003	0.21534424344937314 0.0008 0.008
14.973333333333336	0.22576168089391588 0.0008 0.008
15.006666666666668	0.2336326932656271 0.0008 0.008
15.04	0.23955764415490724 0.0008 0.008
15.073333333333336	0.24283964218589726 0.0008 0.008
15.106666666666667	0.24325219599742143 0.0008 0.008
15.140000000000004	0.24073474587831717 0.0008 0.008
15.173333333333332	0.23587180404102548 0.0008 0.008
15.206666666666667	0.22888325307451446 0.0008 0.008
15.24	0.21897914239746002 0.0008 0.008
15.273333333333335	0.20591309053864715 0.0008 0.008
15.306666666666668	0.1912311582056942 0.0008 0.008
15.34	0.17423704584661687 0.0008 0.008
15.373333333333337	0.15499446830290914 0.0008 0.008
15.406666666666668	0.13447570910205836 0.0008 0.008
15.440000000000003	0.112112014682095 0.0008 0.008
15.473333333333336	0.08753649130268448 0.0008 0.008
15.506666666666668	0.06282783804010288 0.0008 0.008
15.54	0.036796518656888905 0.0008 0.008
15.573333333333336	0.01234377796050278 0.0008 0.008
15.606666666666667	-0.015101736215236234 0.0008 0.008
15.640000000000004	-0.041503336111881374 0.0008 0.008
15.673333333333332	-0.06751824262642592 0.0008 0.008
15.706666666666667	-0.0940047587478338 0.0008 0.008
15.74	-0.1193487791105165 0.0008 0.008
15.773333333333335	-0.1428702458521915 0.0008 0.008
15.806666666666668	-0.16499762444070373 0.0008 0.008
15.84	-0.18526683097856755 0.0008 0.008
15.873333333333337	-0.20370012878344956 0.0008 0.008
15.906666666666668	-0.22083680886594467 0.0008 0.008
15.940000000000003	-0.2342252035704463 0.0008 0.008
15.973333333333336	-0.24622328634953713 0.0008 0.008
16.006666666666668	-0.2552895417106927 0.0008 0.008
16.04	-0.26154869786456825 0.0008 0.008
16.073333333333334	-0.26506132344109684 0.0008 0.008
16.10666666666667	-0.26638192270953676 0.0008 0.008
16.140000000000004	-0.2647637532911942 0.0008 0.008
16.173333333333332	-0.260010908884068 0.0008 0.008
16.206666666666667	-0.25321379589718934 0.0008 0.008
16.24	-0.24281734344588618 0.0008 0.008
16.273333333333337	-0.23084891746159913 0.0008 0.008
16.30666666666667	-0.21532781641534418 0.0008 0.008
16.34	-0.19816997610331757 0.0008 0.008
16.373333333333335	-0.1790473961843511 0.0008 0.008
16.406666666666666	-0.15803785308317467 0.0008 0.008
16.440000000000005	-0.1361243348617098 0.0008 0.008
16.473333333333336	-0.11246476056774773 0.0008 0.008
16.506666666666668	-0.08776060971967119 0.0008 0.008
16.54	-0.060273530964745664 0.0008 0.008
16.573333333333334	-0.033819201171532906 0.0008 0.008
16.60666666666667	-0.007734102184563552 0.0008 0.008
16.640000000000004	0.017870184939495475 0.0008 0.008
16.673333333333332	0.0422261069519696 0.0008 0.008
16.706666666666667	0.06739406538604126 0.0008 0.008
16.74	0.09160634599030516 0.0008 0.008
16.773333333333337	0.1155416052634411 0.0008 0.008
16.806666666666672	0.1370161194195938 0.0008 0.008
16.84	0.15743365989170877 0.0008 0.008
16.873333333333335	0.17564324700353792 0.0008 0.008
16.906666666666666	0.1914273983868988 0.0008 0.008
16.940000000000005	0.20615350728923126 0.0008 0.008
16.973333333333336	0.21794064728888962 0.0008 0.008
17.006666666666668	0.22685424781943364 0.0008 0.008
17.04	0.23378466485022625 0.0008 0.008
17.073333333333334	0.23823041306064785 0.0008 0.008
17.10666666666667	0.24055952363433844 0.0008 0.008
17.140000000000004	0.23952459630093406 0.0008 0.008
17.173333333333332	0.2357761182083125 0.0008 0.008
17.206666666666667	0.23013571079011416 0.0008 0.008
17.24	0.2211996906658466 0.0008 0.008
17.273333333333337	0.2093993170937288 0.0008 0.008
17.306666666666672	0.19580502700965594 0.0008 0.008
17.34	0.17973690452814406 0.0008 0.008
17.373333333333335	0.16204718291133036 0.0008 0.008
17.406666666666666	0.14152317853317642 0.0008 0.008
17.440000000000005	0.11976274126985058 0.0008 0.008
17.473333333333336	0.09728438112660204 0.0008 0.008
17.506666666666668	0.07297930682623555 0.0008 0.008
17.54	0.04817948477792093 0.0008 0.008
17.573333333333334	0.022191776586905566 0.0008 0.008
17.60666666666667	-0.0026055512523858373 0.0008 0.008
17.640000000000004	-0.02878439689663547 0.0008 0.008
17.673333333333332	-0.05583352796194973 0.0008 0.008
17.706666666666667	-0.08250537272314505 0.0008 0.008
17.74	-0.10799037947071947 0.0008 0.008
17.773333333333337	-0.13135317082701173 0.0008 0.008
17.806666666666672	-0.15359765871068895 0.0008 0.008
17.84	-0.17497621470187003 0.0008 0.008
17.873333333333335	-0.19353895995669537 0.0008 0.008
17.906666666666666	-0.21066833164259277 0.0008 0.008
17.940000000000005	-0.2258583293966613 0.0008 0.008
17.973333333333336	-0.2376221587113507 0.0008 0.008
18.006666666666668	-0.24750569181938795 0.0008 0.008
18.04166666666667	-0.2547879429676294 0.0008 0.008
18.075	-0.2597736297173426 0.0008 0.008
18.108333333333334	-0.26082564108270545 0.0008 0.008
18.14166666666667	-0.2601618798712787 0.0008 0.008
18.175000000000004	-0.25655868149930194 0.0008 0.008
18.208333333333336	-0.24977779394929991 0.0008 0.008
18.241666666666667	-0.24176649080211574 0.0008 0.008
18.275	-0.23057094436930323 0.0008 0.008
18.308333333333337	-0.21736430141075225 0.0008 0.008
18.34166666666667	-0.2010967985487198 0.0008 0.008
18.375000000000004	-0.18344576261180165 0.0008 0.008
18.408333333333335	-0.16382742110404902 0.0008 0.008
18.441666666666666	-0.1424805714551915 0.0008 0.008
18.475000000000005	-0.12036313701875466 0.0008 0.008
18.508333333333336	-0.09635577088243431 0.0008 0.008
18.54166666666667	-0.0720602671036835 0.0008 0.008
18.575	-0.04705669873962909 0.0008 0.008
18.608333333333334	-0.021332660227869154 0.0008 0.008
18.64166666666667	0.00542868115780747 0.0008 0.008
18.675000000000004	0.02975598882580797 0.0008 0.008
18.708333333333336	0.054580304759885366 0.0008 0.008
18.741666666666667	0.0795461891995002 0.0008 0.008
18.775	0.10283389204117235 0.0008 0.008
18.808333333333337	0.12571358376337874 0.0008 0.008
18.84166666666667	0.14595979503609777 0.0008 0.008
18.875000000000004	0.1651645613176381 0.0008 0.008
18.908333333333335	0.1824650678968602 0.0008 0.008
18.941666666666666	0.19713266008210745 0.0008 0.008
18.975000000000005	0.20980906923912082 0.0008 0.008
19.008333333333336	0.22006002857738283 0.0008 0.008
19.04166666666667	0.2278175014899879 0.0008 0.008
19.075	0.2337549107243451 0.0008 0.008
19.108333333333334	0.23707811168822077 0.0008 0.008
19.14166666666667	0.2372891250318403 0.0008 0.008
19.175000000000004	0.23491541836823754 0.0008 0.008
19.208333333333336	0.23007786962232163 0.0008 0.008
19.241666666666667	0.2222961676115236 0.0008 0.008
19.275	0.21200207857879852 0.0008 0.008
19.308333333333337	0.198974167603032 0.0008 0.008
19.341666666666672	0.18427437226097743 0.0008 0.008
19.375000000000004	0.16839657714257464 0.0008 0.008
19.408333333333335	0.14912345720813808 0.0008 0.008
19.441666666666666	0.12906533990186145 0.0008 0.008
19.475000000000005	0.10651289631302492 0.0008 0.008
19.508333333333336	0.08287431095126713 0.0008 0.008
19.54166666666667	0.057861557633245755 0.0008 0.008
19.575	0.03332664074910002 0.0008 0.008
19.608333333333334	0.007827168798975735 0.0008 0.008
19.64166666666667	-0.01815757224059057 0.0008 0.008
19.675000000000004	-0.04385571461996986 0.0008 0.008
19.708333333333336	-0.06836674246744481 0.0008 0.008
19.741666666666667	-0.09297043378249666 0.0008 0.008
19.775	-0.11726952285397035 0.0008 0.008
19.808333333333337	-0.13934196754692568 0.0008 0.008
19.841666666666672	-0.16047753427743258 0.0008 0.008
19.875000000000004	-0.18063746234817743 0.0008 0.008
19.908333333333335	-0.1980365208261181 0.0008 0.008
19.941666666666666	-0.21401111817541205 0.0008 0.008
19.975000000000005	-0.22826704097648454 0.0008 0.008
