t_{1}	func 0.0008 0.008
30.411666666666665	-0.13169738021625543 0.0008 0.008
30.445000000000007	-0.10474312863510964 0.0008 0.008
30.478333333333335	-0.07734537366469689 0.0008 0.008
30.51166666666667	-0.046288495706539784 0.0008 0.008
30.545	-0.017994157505301204 0.0008 0.008
30.578333333333337	0.011585693962807678 0.0008 0.008
30.613333333333337	0.03992171752184548 0.0008 0.008
30.646666666666672	0.06884326786523759 0.0008 0.008
30.680000000000007	0.0940711044415649 0.0008 0.008
30.713333333333335	0.117813235439184 0.0008 0.008
30.746666666666663	0.1395984116822018 0.0008 0.008
30.78000000000001	0.15806789140022823 0.0008 0.008
30.813333333333336	0.17295885515246845 0.0008 0.008
30.84666666666667	0.18536395045851353 0.0008 0.008
30.88	0.19304609866521003 0.0008 0.008
30.913333333333334	0.1985222609320177 0.0008 0.008
30.946666666666673	0.19886420290657975 0.0008 0.008
30.98	0.19517635542197345 0.0008 0.008
31.013333333333335	0.18907785824587273 0.0008 0.008
31.04666666666667	0.17827529457809158 0.0008 0.008
31.08	0.16418935470862933 0.0008 0.008
31.113333333333337	0.14600010036232067 0.0008 0.008
31.146666666666672	0.12574871976904864 0.0008 0.008
31.180000000000007	0.10222716674373017 0.0008 0.008
31.213333333333335	0.07660401254829703 0.0008 0.008
31.246666666666663	0.049076902911994284 0.0008 0.008
31.28000000000001	0.020773920901595556 0.0008 0.008
31.313333333333336	-0.00897924438432803 0.0008 0.008
31.34666666666667	-0.037672650804671096 0.0008 0.008
31.38	-0.06845405727164318 0.0008 0.008
31.413333333333334	-0.09549575843228944 0.0008 0.008
31.446666666666673	-0.12323602701548722 0.0008 0.008
31.48	-0.14881771967845098 0.0008 0.008
31.513333333333335	-0.17284042208414996 0.0008 0.008
31.54666666666667	-0.19326612016483508 0.0008 0.008
31.58	-0.21144319545245982 0.0008 0.008
31.613333333333337	-0.22719828308626325 0.0008 0.008
31.646666666666672	-0.2376742577386306 0.0008 0.008
31.680000000000007	-0.2446986792598529 0.0008 0.008
31.713333333333335	-0.24854994575404413 0.0008 0.008
31.746666666666663	-0.24792815042098354 0.0008 0.008
31.78000000000001	-0.24320347373861753 0.0008 0.008
31.813333333333336	-0.23466531002756444 0.0008 0.008
31.84666666666667	-0.22288466593516523 0.0008 0.008
31.88	-0.2074347243590147 0.0008 0.008
31.913333333333334	-0.18939579997074127 0.0008 0.008
31.946666666666673	-0.16726406435307398 0.0008 0.008
31.98	-0.14420287573562282 0.0008 0.008
32.013333333333335	-0.11764049372051429 0.0008 0.008
32.046666666666674	-0.09011767643184004 0.0008 0.008
32.08	-0.06084355228314405 0.0008 0.008
32.11333333333334	-0.03223609183602894 0.0008 0.008
32.14666666666667	-0.00348866671587713 0.0008 0.008
32.18000000000001	0.025328889411582362 0.0008 0.008
32.21333333333334	0.05437570548077598 0.0008 0.008
32.24666666666666	0.08000436220047949 0.0008 0.008
32.28000000000001	0.10555771654559727 0.0008 0.008
32.31333333333333	0.12862564064730347 0.0008 0.008
32.34666666666667	0.14883091319627725 0.0008 0.008
32.38	0.16505721891665334 0.0008 0.008
32.413333333333334	0.17826189569155343 0.0008 0.008
32.44666666666667	0.18917755992949198 0.0008 0.008
32.48	0.1950465046041665 0.0008 0.008
32.513333333333335	0.19708662547880307 0.0008 0.008
32.546666666666674	0.19668632305561484 0.0008 0.008
32.58	0.19143840299402265 0.0008 0.008
32.61333333333334	0.1822840404772726 0.0008 0.008
32.64666666666667	0.17113748613474744 0.0008 0.008
32.68000000000001	0.15454810591385554 0.0008 0.008
32.71333333333334	0.13640639022915496 0.0008 0.008
32.74666666666666	0.11484262744492946 0.0008 0.008
32.78000000000001	0.089633999348961 0.0008 0.008
32.81333333333333	0.06342514533039022 0.0008 0.008
32.84666666666667	0.03623508097841854 0.0008 0.008
32.88	0.007248679132245841 0.0008 0.008
32.913333333333334	-0.021276211545306584 0.0008 0.008
32.94666666666667	-0.050612760271258314 0.0008 0.008
32.98	-0.08131929060347716 0.0008 0.008
33.013333333333335	-0.10916254354943189 0.0008 0.008
33.046666666666674	-0.1351259928626804 0.0008 0.008
33.08	-0.16011048557617263 0.0008 0.008
33.11333333333334	-0.18138942921771997 0.0008 0.008
33.14666666666667	-0.20078741975258166 0.0008 0.008
33.18000000000001	-0.21717526053304823 0.0008 0.008
33.21333333333334	-0.22901817940018837 0.0008 0.008
33.24666666666666	-0.23876204611293178 0.0008 0.008
33.28000000000001	-0.24498884935588588 0.0008 0.008
33.31333333333333	-0.24664740040904384 0.0008 0.008
33.34666666666667	-0.24346443570613488 0.0008 0.008
33.38	-0.23731696513401535 0.0008 0.008
33.413333333333334	-0.22779507990084633 0.0008 0.008
33.44666666666667	-0.21388813264970175 0.0008 0.008
33.48	-0.19677712808421732 0.0008 0.008
33.513333333333335	-0.17756697472346641 0.0008 0.008
33.546666666666674	-0.1545918419555921 0.0008 0.008
33.58	-0.12954284014563275 0.0008 0.008
33.61333333333334	-0.10313377748217906 0.0008 0.008
33.64666666666667	-0.07555744736764788 0.0008 0.008
33.68000000000001	-0.04709215384040116 0.0008 0.008
33.71333333333334	-0.017354841511910045 0.0008 0.008
33.74666666666666	0.011116555073440004 0.0008 0.008
33.78000000000001	0.0399948212069687 0.0008 0.008
33.81333333333333	0.06775210157203373 0.0008 0.008
33.84666666666667	0.09278851111662052 0.0008 0.008
33.88	0.11620861321385914 0.0008 0.008
33.913333333333334	0.1366441227572807 0.0008 0.008
33.94666666666667	0.1550663049364688 0.0008 0.008
33.98	0.16949721341738463 0.0008 0.008
34.013333333333335	0.18189412533188812 0.0008 0.008
34.046666666666674	0.18939860714619758 0.0008 0.008
34.08	0.19480942994755637 0.0008 0.008
34.11333333333334	0.19532074224146082 0.0008 0.008
34.14666666666667	0.1917941745088217 0.0008 0.008
34.18000000000001	0.18547807441194666 0.0008 0.008
34.21333333333334	0.17503919535326276 0.0008 0.008
34.24666666666666	0.16037054893449243 0.0008 0.008
34.28000000000001	0.14371121671626785 0.0008 0.008
34.31333333333333	0.12377919304444397 0.0008 0.008
34.34666666666667	0.10009688027917649 0.0008 0.008
34.38	0.07624752180035244 0.0008 0.008
34.413333333333334	0.04907601409322592 0.0008 0.008
34.44666666666667	0.02016472294165059 0.0008 0.008
34.48	-0.009038406627383554 0.0008 0.008
34.513333333333335	-0.037667740947029967 0.0008 0.008
34.546666666666674	-0.06699977500654182 0.0008 0.008
34.58166666666667	-0.09435182103604996 0.0008 0.008
34.615	-0.12201763373689849 0.0008 0.008
34.64833333333333	-0.1466631057327597 0.0008 0.008
34.68166666666667	-0.17018658867330558 0.0008 0.008
34.715	-0.18938068517453904 0.0008 0.008
34.74833333333334	-0.20868602492698135 0.0008 0.008
34.78166666666667	-0.22254027519250433 0.0008 0.008
34.815	-0.23310741609469104 0.0008 0.008
34.848333333333336	-0.23982861762061536 0.0008 0.008
34.881666666666675	-0.24409726040172755 0.0008 0.008
34.915000000000006	-0.2436107503588246 0.0008 0.008
34.94833333333334	-0.2392822576613702 0.0008 0.008
34.98166666666666	-0.2313881900215535 0.0008 0.008
35.01500000000001	-0.22000638798725797 0.0008 0.008
35.04833333333334	-0.2046058309301826 0.0008 0.008
35.08166666666667	-0.18560742115449483 0.0008 0.008
35.115	-0.16528410392016282 0.0008 0.008
35.14833333333333	-0.1416493606842604 0.0008 0.008
35.18166666666667	-0.11624001331154105 0.0008 0.008
35.215	-0.08877173544578933 0.0008 0.008
35.24833333333334	-0.06086985556337362 0.0008 0.008
35.28166666666667	-0.03268562112461103 0.0008 0.008
35.315	-0.0030214877980049306 0.0008 0.008
35.348333333333336	0.025621896375655234 0.0008 0.008
35.381666666666675	0.05270657175607316 0.0008 0.008
35.415000000000006	0.07810133074500213 0.0008 0.008
35.44833333333334	0.10329237704642526 0.0008 0.008
35.48166666666666	0.12526182155598198 0.0008 0.008
35.51500000000001	0.14510393081078915 0.0008 0.008
35.54833333333334	0.16184304004666658 0.0008 0.008
35.58166666666667	0.1749728536742863 0.0008 0.008
35.615	0.18445039897870943 0.0008 0.008
35.64833333333333	0.19108927076392368 0.0008 0.008
35.68166666666667	0.19322517148388316 0.0008 0.008
35.715	0.1912653761362078 0.0008 0.008
35.74833333333334	0.18764517378921836 0.0008 0.008
35.78166666666667	0.17871760612540266 0.0008 0.008
35.815	0.16582747962541428 0.0008 0.008
35.848333333333336	0.15131526241497872 0.0008 0.008
35.881666666666675	0.13302604259431747 0.0008 0.008
35.915000000000006	0.11097347348799315 0.0008 0.008
35.94833333333334	0.08746333473755247 0.0008 0.008
35.98166666666666	0.06230274842154864 0.0008 0.008
36.01500000000001	0.03484321374091955 0.0008 0.008
36.04833333333334	0.00537266143771696 0.0008 0.008
36.08166666666667	-0.022664884039412227 0.0008 0.008
36.11500000000001	-0.05283042530976176 0.0008 0.008
36.14833333333333	-0.08000025302888764 0.0008 0.008
36.18166666666667	-0.10732310826739698 0.0008 0.008
36.215	-0.13288363627015853 0.0008 0.008
36.24833333333334	-0.1565476680160535 0.0008 0.008
36.28166666666667	-0.1787692758343859 0.0008 0.008
36.315	-0.19810553048705923 0.0008 0.008
36.348333333333336	-0.2132509587129563 0.0008 0.008
36.381666666666675	-0.22595292528930003 0.0008 0.008
36.415000000000006	-0.2348405997468249 0.0008 0.008
36.44833333333334	-0.2408398349887985 0.0008 0.008
36.48166666666666	-0.2424408431682346 0.0008 0.008
36.51500000000001	-0.23931955783946787 0.0008 0.008
36.54833333333334	-0.23330404215515294 0.0008 0.008
36.58166666666667	-0.22287777991256436 0.0008 0.008
36.61500000000001	-0.20981545387334521 0.0008 0.008
36.64833333333333	-0.19410688669921106 0.0008 0.008
36.68166666666667	-0.1744753312454345 0.0008 0.008
36.715	-0.151954008000565 0.0008 0.008
36.74833333333334	-0.12902356274104276 0.0008 0.008
36.78166666666667	-0.10306086703040414 0.0008 0.008
36.815	-0.07604137485913581 0.0008 0.008
36.848333333333336	-0.047240727293593916 0.0008 0.008
36.881666666666675	-0.017812594134136772 0.0008 0.008
36.915000000000006	0.011631722108832588 0.0008 0.008
36.94833333333334	0.03871618687997225 0.0008 0.008
36.98166666666666	0.06573699676696171 0.0008 0.008
37.01500000000001	0.0909044321532323 0.0008 0.008
37.04833333333334	0.11398497164789909 0.0008 0.008
37.08166666666667	0.13490142114923964 0.0008 0.008
37.11500000000001	0.1521791376305444 0.0008 0.008
37.14833333333333	0.16706290368967844 0.0008 0.008
37.18166666666667	0.17836280979661362 0.0008 0.008
37.215	0.18614371044467798 0.0008 0.008
37.24833333333334	0.1909821519257218 0.0008 0.008
37.28166666666667	0.19143139439329282 0.0008 0.008
37.315	0.1877938375514007 0.0008 0.008
37.348333333333336	0.18176726266230814 0.0008 0.008
37.381666666666675	0.17116316564485096 0.0008 0.008
37.415000000000006	0.15785913223277157 0.0008 0.008
37.44833333333334	0.14021517974076625 0.0008 0.008
37.48166666666666	0.11992042980593749 0.0008 0.008
37.51500000000001	0.09816267730003712 0.0008 0.008
37.54833333333334	0.07469887505000473 0.0008 0.008
37.58166666666667	0.04716669051483889 0.0008 0.008
37.61500000000001	0.01838360947216649 0.0008 0.008
37.64833333333333	-0.00869585537331465 0.0008 0.008
37.68166666666667	-0.037406444796499655 0.0008 0.008
37.715	-0.06671146884295594 0.0008 0.008
37.74833333333334	-0.09382068479760937 0.0008 0.008
37.78166666666667	-0.11935065383009358 0.0008 0.008
37.815	-0.14536946945651075 0.0008 0.008
37.848333333333336	-0.16802570393002406 0.0008 0.008
37.881666666666675	-0.1869461669212345 0.0008 0.008
37.915000000000006	-0.2041889222743224 0.0008 0.008
37.94833333333334	-0.21987449264570788 0.0008 0.008
37.98166666666666	-0.22946671089683648 0.0008 0.008
38.01500000000001	-0.23648203264652057 0.0008 0.008
38.04833333333334	-0.24000286222941158 0.0008 0.008
38.08166666666667	-0.23957516086154718 0.0008 0.008
38.11500000000001	-0.23553711312652606 0.0008 0.008
38.14833333333333	-0.22780340181778136 0.0008 0.008
38.18166666666667	-0.21671927246932482 0.0008 0.008
38.215	-0.20172396343633608 0.0008 0.008
38.24833333333334	-0.18367966454079984 0.0008 0.008
38.28166666666667	-0.16274587418937167 0.0008 0.008
38.315	-0.14073891699350033 0.0008 0.008
38.348333333333336	-0.11596275472883322 0.0008 0.008
38.381666666666675	-0.08812943869830223 0.0008 0.008
38.415000000000006	-0.06069801104934159 0.0008 0.008
38.44833333333334	-0.03279948066138176 0.0008 0.008
38.48166666666666	-0.004983328133916406 0.0008 0.008
38.51500000000001	0.024068088344658116 0.0008 0.008
38.55	0.0509248461446305 0.0008 0.008
38.583333333333336	0.0766884014891286 0.0008 0.008
38.616666666666674	0.10045589739308947 0.0008 0.008
38.65	0.12205519817472321 0.0008 0.008
38.68333333333334	0.14156610429786864 0.0008 0.008
38.71666666666667	0.15821513680349358 0.0008 0.008
38.75000000000001	0.1711152029279485 0.0008 0.008
38.78333333333334	0.18022657451390509 0.0008 0.008
38.81666666666666	0.18728873802412135 0.0008 0.008
38.85000000000001	0.18944615269444567 0.0008 0.008
38.88333333333333	0.18773265401080233 0.0008 0.008
38.91666666666667	0.18397975385603973 0.0008 0.008
38.95	0.17523942128290548 0.0008 0.008
38.983333333333334	0.1634922945420118 0.0008 0.008
39.01666666666667	0.14746445628041022 0.0008 0.008
39.05	0.12954664322305784 0.0008 0.008
39.083333333333336	0.10748785589129704 0.0008 0.008
39.116666666666674	0.08529129224145611 0.0008 0.008
39.15	0.05987384237049945 0.0008 0.008
39.18333333333334	0.03329063941320212 0.0008 0.008
39.21666666666667	0.0063035345958616 0.0008 0.008
39.25000000000001	-0.022893362579046415 0.0008 0.008
39.28333333333334	-0.05227990931935616 0.0008 0.008
39.31666666666666	-0.0795356409058326 0.0008 0.008
39.35000000000001	-0.10751405174793442 0.0008 0.008
39.38333333333333	-0.132233170108023 0.0008 0.008
39.41666666666667	-0.1543593959049931 0.0008 0.008
39.45	-0.17730172455920865 0.0008 0.008
39.483333333333334	-0.1958764836458037 0.0008 0.008
39.51666666666667	-0.21086277880624635 0.0008 0.008
39.55	-0.2229930817402887 0.0008 0.008
39.583333333333336	-0.23170148145912756 0.0008 0.008
39.616666666666674	-0.2381626203868199 0.0008 0.008
39.65	-0.23824569547437202 0.0008 0.008
39.68333333333334	-0.23664149708946572 0.0008 0.008
39.71666666666667	-0.23040786533673832 0.0008 0.008
39.75000000000001	-0.2214137687562193 0.0008 0.008
39.78333333333334	-0.20732669235755663 0.0008 0.008
39.81666666666666	-0.1916193739202643 0.0008 0.008
39.85000000000001	-0.1730940852164711 0.0008 0.008
39.88333333333333	-0.15032251170329794 0.0008 0.008
39.91666666666667	-0.12687168143081903 0.0008 0.008
39.95	-0.1009267590418827 0.0008 0.008
39.983333333333334	-0.07368483580436885 0.0008 0.008
40.01666666666667	-0.0458901949133201 0.0008 0.008
40.05	-0.01789734347448688 0.0008 0.008
40.083333333333336	0.00934270509280634 0.0008 0.008
40.116666666666674	0.036501941913834005 0.0008 0.008
40.15	0.06330572131152726 0.0008 0.008
40.18333333333334	0.08872751970850654 0.0008 0.008
40.21666666666667	0.11251224604670973 0.0008 0.008
40.25000000000001	0.13133276929741738 0.0008 0.008
40.28333333333334	0.14933641384458265 0.0008 0.008
40.31666666666666	0.1635911311626536 0.0008 0.008
40.35000000000001	0.17490963773172805 0.0008 0.008
40.38333333333333	0.1826516212269762 0.0008 0.008
40.41666666666667	0.18743178559389562 0.0008 0.008
40.45	0.18776919140185205 0.0008 0.008
40.483333333333334	0.1842314424313162 0.0008 0.008
40.51666666666667	0.1781029159760012 0.0008 0.008
40.55	0.16799207211634498 0.0008 0.008
40.583333333333336	0.1545301133465106 0.0008 0.008
40.616666666666674	0.13816069544310025 0.0008 0.008
40.65	0.11801054380718623 0.0008 0.008
40.68333333333334	0.09614014630552632 0.0008 0.008
40.71666666666667	0.07270315163057842 0.0008 0.008
40.75000000000001	0.04561722985499557 0.0008 0.008
40.78333333333334	0.01837611576218556 0.0008 0.008
40.81666666666666	-0.008297121451433473 0.0008 0.008
40.85000000000001	-0.03754199219411394 0.0008 0.008
40.88333333333333	-0.06522995427314678 0.0008 0.008
40.91666666666667	-0.09206247871707007 0.0008 0.008
40.95	-0.11768011396665069 0.0008 0.008
40.983333333333334	-0.1425717985340249 0.0008 0.008
41.01666666666667	-0.16523601867172025 0.0008 0.008
41.05	-0.1839606262923249 0.0008 0.008
41.083333333333336	-0.20073573490006918 0.0008 0.008
41.116666666666674	-0.21558553762937382 0.0008 0.008
41.15	-0.22562216917426797 0.0008 0.008
41.18333333333334	-0.23337242696359195 0.0008 0.008
41.21666666666667	-0.23687170221841097 0.0008 0.008
41.25000000000001	-0.2361437506327679 0.0008 0.008
41.28333333333334	-0.232306112377249 0.0008 0.008
41.31666666666666	-0.2242645716154285 0.0008 0.008
41.35000000000001	-0.21344442862860047 0.0008 0.008
41.38333333333333	-0.1982466482804486 0.0008 0.008
41.41666666666667	-0.1814547379188656 0.0008 0.008
41.45	-0.16072717429878716 0.0008 0.008
41.483333333333334	-0.1378720387956155 0.0008 0.008
41.51666666666667	-0.11322226542736102 0.0008 0.008
41.55	-0.0862985240922425 0.0008 0.008
41.583333333333336	-0.06024533305932894 0.0008 0.008
41.616666666666674	-0.03230330541854375 0.0008 0.008
41.65	-0.00497072133394368 0.0008 0.008
41.68333333333334	0.02227673754535606 0.0008 0.008
41.71666666666667	0.049411796618875396 0.0008 0.008
41.75000000000001	0.07482565458413254 0.0008 0.008
41.78333333333334	0.09826638504242717 0.0008 0.008
41.81666666666666	0.11974377456465556 0.0008 0.008
41.85000000000001	0.1380191401036505 0.0008 0.008
41.88333333333333	0.15451232637042803 0.0008 0.008
41.91666666666667	0.16747182573116756 0.0008 0.008
41.95	0.17695452744458623 0.0008 0.008
41.983333333333334	0.1839078648817582 0.0008 0.008
42.01666666666667	0.18530769998775534 0.0008 0.008
42.05	0.18419371028902864 0.0008 0.008
42.08333333333334	0.18040243407963955 0.0008 0.008
42.116666666666674	0.17169344671488349 0.0008 0.008
42.15	0.16019996040850656 0.0008 0.008
42.18333333333334	0.14537282074700864 0.0008 0.008
42.21666666666667	0.12753360617726037 0.0008 0.008
42.25000000000001	0.10611851657602414 0.0008 0.008
42.28333333333334	0.08214123978310553 0.0008 0.008
42.31666666666666	0.05814832979123718 0.0008 0.008
42.35000000000001	0.031063294168863113 0.0008 0.008
42.38333333333333	0.00398563679565651 0.0008 0.008
42.41666666666667	-0.024720345387885877 0.0008 0.008
42.45	-0.05207600536988391 0.0008 0.008
42.483333333333334	-0.0797057204436892 0.0008 0.008
42.51666666666667	-0.10712849955943961 0.0008 0.008
42.55166666666666	-0.1303585486027844 0.0008 0.008
42.58500000000001	-0.1547091232133699 0.0008 0.008
42.61833333333333	-0.17519273175235248 0.0008 0.008
42.65166666666667	-0.1934627397694255 0.0008 0.008
42.68500000000001	-0.20818772082703907 0.0008 0.008
42.718333333333334	-0.21964734075444445 0.0008 0.008
42.75166666666667	-0.2286266486295729 0.0008 0.008
42.785	-0.23434135487608404 0.0008 0.008
42.81833333333334	-0.23534739711749195 0.0008 0.008
42.851666666666674	-0.2338992395821915 0.0008 0.008
42.885	-0.22680620613117508 0.0008 0.008
42.91833333333334	-0.21681915122448892 0.0008 0.008
42.95166666666667	-0.20456824022520506 0.0008 0.008
42.98500000000001	-0.18836473344298746 0.0008 0.008
43.01833333333334	-0.16936495322738174 0.0008 0.008
43.05166666666666	-0.14885964274424754 0.0008 0.008
43.08500000000001	-0.12422875466293702 0.0008 0.008
43.11833333333333	-0.09958708589449586 0.0008 0.008
43.15166666666667	-0.07188627344629488 0.0008 0.008
43.18500000000001	-0.04605494273293156 0.0008 0.008
43.218333333333334	-0.01798328093426475 0.0008 0.008
43.25166666666667	0.009303562358744627 0.0008 0.008
43.285	0.036626074803624786 0.0008 0.008
43.31833333333334	0.06189211751901611 0.0008 0.008
43.351666666666674	0.08659814159610313 0.0008 0.008
43.385	0.10933579964815113 0.0008 0.008
43.41833333333334	0.12915059289167655 0.0008 0.008
43.45166666666667	0.14705726022911025 0.0008 0.008
43.48500000000001	0.16006965847837903 0.0008 0.008
43.51833333333334	0.17294339620082538 0.0008 0.008
43.55166666666666	0.18002219096851446 0.0008 0.008
43.58500000000001	0.18403872941836635 0.0008 0.008
43.61833333333333	0.18424176223323496 0.0008 0.008
43.65166666666667	0.18203618686761971 0.0008 0.008
43.68500000000001	0.17500062656841237 0.0008 0.008
43.718333333333334	0.1640397040309816 0.0008 0.008
43.75166666666667	0.15092063037528716 0.0008 0.008
43.785	0.1345046037461247 0.0008 0.008
43.81833333333334	0.11462053711903845 0.0008 0.008
43.851666666666674	0.09298029996057923 0.0008 0.008
43.885	0.06880958377733135 0.0008 0.008
43.91833333333334	0.044184153847548 0.0008 0.008
43.95166666666667	0.016631365357889064 0.0008 0.008
43.98500000000001	-0.012157187503696048 0.0008 0.008
44.01833333333334	-0.03952209153173965 0.0008 0.008
44.05166666666666	-0.06678011412213103 0.0008 0.008
44.08500000000001	-0.0943628719537763 0.0008 0.008
44.11833333333333	-0.11940442369878006 0.0008 0.008
44.15166666666667	-0.14426823769824584 0.0008 0.008
44.18500000000001	-0.16628602677077148 0.0008 0.008
44.218333333333334	-0.18684706410311497 0.0008 0.008
44.25166666666667	-0.20351122423679305 0.0008 0.008
44.285	-0.2176086291428909 0.0008 0.008
44.31833333333334	-0.22825450537126443 0.0008 0.008
44.351666666666674	-0.23485843969554043 0.0008 0.008
44.385	-0.23864809011874538 0.0008 0.008
44.41833333333334	-0.23839480541218916 0.0008 0.008
44.45166666666667	-0.23454271675397634 0.0008 0.008
44.48500000000001	-0.22673898129551384 0.0008 0.008
44.51833333333334	-0.21442156346574995 0.0008 0.008
44.55166666666666	-0.1992642145602052 0.0008 0.008
44.58500000000001	-0.18164429167496168 0.0008 0.008
44.61833333333333	-0.1604697090558686 0.0008 0.008
44.65166666666667	-0.13794356365252877 0.0008 0.008
44.68500000000001	-0.11304775947820561 0.0008 0.008
44.718333333333334	-0.0873300252369913 0.0008 0.008
44.75166666666667	-0.06066102446595958 0.0008 0.008
44.785	-0.03371411329311859 0.0008 0.008
44.81833333333334	-0.0066625648660783715 0.0008 0.008
44.851666666666674	0.02174419280767295 0.0008 0.008
44.885	0.04724712228552877 0.0008 0.008
44.91833333333334	0.0725315094233369 0.0008 0.008
44.95166666666667	0.09666215696645174 0.0008 0.008
44.98500000000001	0.117656178520366 0.0008 0.008
45.01833333333334	0.13660100317174118 0.0008 0.008
45.05166666666666	0.15099875749374275 0.0008 0.008
45.08500000000001	0.16416677293257062 0.0008 0.008
45.11833333333333	0.17460716332715198 0.0008 0.008
45.15166666666667	0.17990172542283056 0.0008 0.008
45.18500000000001	0.1819170370840438 0.0008 0.008
45.218333333333334	0.18078972681380104 0.0008 0.008
45.25166666666667	0.17638065767820982 0.0008 0.008
45.285	0.16783741999889873 0.0008 0.008
45.31833333333334	0.15671032196992107 0.0008 0.008
45.351666666666674	0.14217402631706327 0.0008 0.008
45.385	0.12378762981426523 0.0008 0.008
45.41833333333334	0.10361889095009673 0.0008 0.008
45.45166666666667	0.08070066056903939 0.0008 0.008
45.48500000000001	0.05502439353297727 0.0008 0.008
45.51833333333334	0.029431550682301293 0.0008 0.008
45.55166666666666	0.004075798342045266 0.0008 0.008
45.58500000000001	-0.025239221415011313 0.0008 0.008
45.61833333333333	-0.05180050269182017 0.0008 0.008
45.65166666666667	-0.07911218608610283 0.0008 0.008
45.68500000000001	-0.10460073099444533 0.0008 0.008
45.718333333333334	-0.13012903629738723 0.0008 0.008
45.75166666666667	-0.15241013025663877 0.0008 0.008
45.785	-0.17297774611143157 0.0008 0.008
45.81833333333334	-0.18900612628031077 0.0008 0.008
45.851666666666674	-0.20483902062976056 0.0008 0.008
45.885	-0.2157704676704233 0.0008 0.008
45.91833333333334	-0.22469318046834 0.0008 0.008
45.95166666666667	-0.2301373412763308 0.0008 0.008
45.98500000000001	-0.23132512808176317 0.0008 0.008
46.01833333333334	-0.22915142082811238 0.0008 0.008
46.05166666666666	-0.22315558770155966 0.0008 0.008
46.08500000000001	-0.2130666713420259 0.0008 0.008
46.11833333333333	-0.20106875350421285 0.0008 0.008
46.15166666666667	-0.18504945649743598 0.0008 0.008
46.18500000000001	-0.16660185890263923 0.0008 0.008
46.218333333333334	-0.14700955751471098 0.0008 0.008
46.25166666666667	-0.12280873784613014 0.0008 0.008
46.285	-0.09711194686927933 0.0008 0.008
46.31833333333334	-0.07246582669379786 0.0008 0.008
46.351666666666674	-0.04486252168068158 0.0008 0.008
46.385	-0.017698001639344128 0.0008 0.008
46.41833333333334	0.009596700632284672 0.0008 0.008
46.45166666666667	0.03631865115642458 0.0008 0.008
46.48500000000001	0.06141196394907894 0.0008 0.008
46.52	0.0854021897662842 0.0008 0.008
46.55333333333334	0.1071560514971091 0.0008 0.008
46.58666666666667	0.12674771779320537 0.0008 0.008
46.62	0.1439499467769076 0.0008 0.008
46.65333333333334	0.15798366533403793 0.0008 0.008
46.686666666666675	0.16889859274513788 0.0008 0.008
46.720000000000006	0.1766664616866951 0.0008 0.008
46.75333333333334	0.18041097165167186 0.0008 0.008
46.78666666666667	0.18060233541473628 0.0008 0.008
46.82000000000001	0.17858461447016494 0.0008 0.008
46.85333333333334	0.17158224234688915 0.0008 0.008
46.88666666666667	0.16217451404622948 0.0008 0.008
46.92000000000001	0.14900580530988047 0.0008 0.008
46.95333333333333	0.1327402007112734 0.0008 0.008
46.98666666666667	0.1126908613751852 0.0008 0.008
47.02	0.09142101125852113 0.0008 0.008
47.05333333333334	0.06787166323365727 0.0008 0.008
47.08666666666667	0.043583546230342704 0.0008 0.008
47.12	0.01643554788832564 0.0008 0.008
47.15333333333334	-0.010451793817987172 0.0008 0.008
47.186666666666675	-0.03755635470510303 0.0008 0.008
47.220000000000006	-0.06431335670604407 0.0008 0.008
47.25333333333334	-0.09076487823911551 0.0008 0.008
47.28666666666667	-0.11577089593321135 0.0008 0.008
47.32000000000001	-0.13981828511234454 0.0008 0.008
47.35333333333334	-0.15950384000977014 0.0008 0.008
47.38666666666667	-0.17969416259428764 0.0008 0.008
47.42000000000001	-0.195874223012992 0.0008 0.008
47.45333333333333	-0.21000872399229786 0.0008 0.008
47.48666666666667	-0.21886600062486072 0.0008 0.008
47.52	-0.22696303336917673 0.0008 0.008
47.55333333333334	-0.22899920304599325 0.0008 0.008
47.58666666666667	-0.22817142923427827 0.0008 0.008
47.62	-0.22430277547901242 0.0008 0.008
47.65333333333334	-0.21688231697559313 0.0008 0.008
47.686666666666675	-0.20673830773812174 0.0008 0.008
47.720000000000006	-0.19122621705228152 0.0008 0.008
47.75333333333334	-0.1742149133697203 0.0008 0.008
47.78666666666667	-0.1542634760803004 0.0008 0.008
47.82000000000001	-0.13407893150418865 0.0008 0.008
47.85333333333334	-0.10915546287556319 0.0008 0.008
47.88666666666667	-0.08385379640578715 0.0008 0.008
47.92000000000001	-0.05753480278748196 0.0008 0.008
47.95333333333333	-0.029934314246509188 0.0008 0.008
47.98666666666667	-0.0036924625018661113 0.0008 0.008
48.02	0.022039447894089032 0.0008 0.008
48.05333333333334	0.04752162245914237 0.0008 0.008
48.08666666666667	0.0732140364126429 0.0008 0.008
48.12	0.09629925108726106 0.0008 0.008
48.15333333333334	0.11616681734734913 0.0008 0.008
48.186666666666675	0.13471889250596092 0.0008 0.008
48.220000000000006	0.14968525211935063 0.0008 0.008
48.25333333333334	0.1618522552855154 0.0008 0.008
48.28666666666667	0.17104433844811903 0.0008 0.008
48.32000000000001	0.17692572594106704 0.0008 0.008
48.35333333333334	0.1787363580007203 0.0008 0.008
48.38666666666667	0.17733529866201675 0.0008 0.008
48.42000000000001	0.17298846715632282 0.0008 0.008
