mass_B
t	x	y	func
0.0	0.14722697361090442	-0.465997417508767	-0.3060152533386696
0.03333333333333394	0.14540954764187985	-0.46665587832568023	-0.30206390132331773
0.06666666666666606	0.14043859451285423	-0.4692312421122733	-0.2908099385441658
0.1	0.13355191133098765	-0.4729129338816024	-0.2752353762888645
0.1333333333333321	0.12275936960404865	-0.4750776362647948	-0.25286742216609653
0.16666666666666605	0.11082554639027498	-0.479047323924663	-0.22734611644938296
0.2	0.09604238755083339	-0.4828473247077625	-0.19634572197379307
0.23333333333333395	0.07953043362188861	-0.48609825821500463	-0.1621729520703031
0.2666666666666679	0.060789200505486085	-0.4882234463716709	-0.12387351081652567
0.3	0.04229719078818572	-0.49096967504689126	-0.08593812398684926
0.3333333333333339	0.02195972835048854	-0.49289905295827297	-0.044522739964631915
0.36666666666666786	0.0021148200931286887	-0.49364193355519836	-0.004284091385446543
0.4	-0.017926209913986302	-0.4928597783276232	0.03635579946160807
0.43333333333333396	-0.03661148526555569	-0.49263436669888205	0.0741813947442725
0.46666666666666606	-0.0546949555122167	-0.4907965985287045	0.11098325991702153
0.5	-0.06993515661316474	-0.4898983549869389	0.14179638693336521
0.533333333333334	-0.08441290504424315	-0.4872637970349776	0.17153611075112585
0.5666666666666661	-0.096389572845902	-0.484729399469066	0.19629179249075818
0.6	-0.10621203950677749	-0.4822096009874468	0.21679938172171373
0.6333333333333321	-0.11323793312900254	-0.4812809134536844	0.23108154234234832
0.6666666666666661	-0.11736648552378304	-0.48014304840381017	0.23973954149480511
0.7	-0.11896103064382196	-0.48083326803258397	0.242535755650522
0.733333333333334	-0.1177444513336735	-0.48077361300032895	0.24017880733117675
0.7666666666666678	-0.11322071799141065	-0.4822244715361511	0.2306114365548945
0.8	-0.10658541598437743	-0.4837506805880296	0.21686628765842916
0.8333333333333339	-0.09751511279728575	-0.4848677723140328	0.19846928999417826
0.8666666666666679	-0.0854646149170809	-0.4879075628695837	0.17340632904705777
0.9	-0.0719255522641718	-0.48928862965392184	0.14595492637889163
0.9333333333333339	-0.05547592344047525	-0.49230046648653947	0.11221374334841101
0.966666666666666	-0.0377736653094779	-0.4943977725612446	0.07625523979147628
1.0	-0.01892052011188916	-0.4949608118000858	0.03820769617089907
1.0333333333333339	0.0010613880222561933	-0.49578173284267946	-0.002140834021178306
1.066666666666666	0.02090923643925091	-0.4948473737390955	-0.04222879038506357
1.1	0.041163412387134835	-0.49336690496341407	-0.08324087746028248
1.1333333333333322	0.06095592956854312	-0.4922375077483929	-0.12320714896446025
1.166666666666666	0.07928047646635428	-0.4897895263701282	-0.16047456130656756
1.2	0.09636838226359212	-0.4858693929419643	-0.19580097073070282
1.2333333333333338	0.11173362128234143	-0.48279519509798685	-0.22742676406671392
1.266666666666668	0.12517628948523318	-0.4791922004493536	-0.2555137953774322
1.3	0.13581676232767825	-0.47647787714590506	-0.27767907931257513
1.333333333333334	0.14454401677513384	-0.474230909513907	-0.2958516073474967
1.3666666666666678	0.15034093445629915	-0.4717996394165491	-0.30848167281845795
1.4	0.15414565654366919	-0.47108281459238366	-0.31623454711276916
1.433333333333334	0.15406608756394546	-0.47124553159176086	-0.3159799503676279
1.4666666666666661	0.15186235996778608	-0.47322395791477756	-0.3105283123109919
