t amplitude xerr yerr
3.001666666666668 0.2660220695810233 0.0008 0.008
5.001666666666668 0.2641755079901132 0.0008 0.008
7.036666666666668 0.25773530644959053 0.0008 0.008
9.036666666666667 0.25542726152012324 0.0008 0.008
11.071666666666667 0.2522313597712101 0.0008 0.008
13.071666666666667 0.2473865654292144 0.0008 0.008
15.106666666666667 0.24325219599742143 0.0008 0.008
17.10666666666667 0.24055952363433844 0.0008 0.008
19.14166666666667 0.2372891250318403 0.0008 0.008
21.141666666666673 0.23354201648812994 0.0008 0.008
23.176666666666666 0.22895798522191219 0.0008 0.008
25.176666666666666 0.22566093987371091 0.0008 0.008
27.178333333333335 0.22443773597590325 0.0008 0.008
29.211666666666673 0.2194885362096664 0.0008 0.008
31.213333333333335 0.2174993463685687 0.0008 0.008
33.21333333333334 0.21341398117105212 0.0008 0.008
35.248333333333335 0.20937450202491376 0.0008 0.008
37.248333333333335 0.20611543875287916 0.0008 0.008
39.28333333333334 0.20492095700429538 0.0008 0.008
41.28333333333334 0.201363535980058 0.0008 0.008
43.285 0.19738519510068467 0.0008 0.008
45.31833333333334 0.1946782272508614 0.0008 0.008
47.35333333333334 0.19264310680890379 0.0008 0.008
49.35333333333334 0.1912470798872374 0.0008 0.008
51.38833333333334 0.1880015479377226 0.0008 0.008
53.388333333333335 0.1846103888111625 0.0008 0.008
55.39 0.181906529571993 0.0008 0.008
57.39 0.1803042888159052 0.0008 0.008
59.42500000000001 0.17806844485699921 0.0008 0.008
61.42500000000001 0.1741386855139542 0.0008 0.008
63.46 0.17094726760574527 0.0008 0.008
65.46 0.16890714711861352 0.0008 0.008
67.495 0.16645405063557409 0.0008 0.008
69.495 0.16395009514694134 0.0008 0.008
71.49666666666667 0.16236285507931256 0.0008 0.008
73.49666666666667 0.16192215768363483 0.0008 0.008
75.49833333333333 0.16001756582873497 0.0008 0.008
77.53333333333335 0.15724894070815632 0.0008 0.008
79.53333333333335 0.15488189612507627 0.0008 0.008
81.53500000000001 0.1521576349630179 0.0008 0.008
83.56833333333334 0.15085981741854096 0.0008 0.008
85.57 0.14957932174971345 0.0008 0.008
87.60333333333334 0.14822071898252354 0.0008 0.008
89.605 0.14577647939724958 0.0008 0.008
91.63833333333334 0.14380470473238172 0.0008 0.008
93.60666666666667 0.1428980280509765 0.0008 0.008
95.64000000000001 0.14186115117409642 0.0008 0.008
97.64166666666667 0.14032172968169404 0.0008 0.008
99.64166666666667 0.137232372778242 0.0008 0.008
101.67666666666668 0.13367173382500594 0.0008 0.008
103.71 0.1324485563496153 0.0008 0.008
105.67833333333334 0.13030231677089718 0.0008 0.008
107.71166666666667 0.13018697380937636 0.0008 0.008
109.71333333333334 0.12874145015454191 0.0008 0.008
111.71333333333334 0.12793948474599812 0.0008 0.008
113.715 0.12581678175232588 0.0008 0.008
115.74833333333335 0.12371514669915465 0.0008 0.008
117.75000000000001 0.12356245636071697 0.0008 0.008
119.75 0.1213796984356813 0.0008 0.008
121.75166666666668 0.12046584342773178 0.0008 0.008
123.785 0.11850596701604048 0.0008 0.008
125.78666666666669 0.11656081969451508 0.0008 0.008
127.78666666666669 0.11584124553653247 0.0008 0.008
129.82166666666666 0.11228545976420509 0.0008 0.008
131.82166666666666 0.11095265568403473 0.0008 0.008
133.82333333333335 0.11003717093986312 0.0008 0.008
135.82333333333335 0.11020025378771518 0.0008 0.008
137.825 0.10870189479509355 0.0008 0.008
137.89166666666665 0.10867457548868974 0.0008 0.008
