t	x	y
0.0	0.4143889733848767	-1.4155257921331112
0.03333333333333212	0.4116100622352048	-1.4152747412429283
0.06666666666666606	0.4059182417091838	-1.4162219937757248
0.09999999999999819	0.3975107001496091	-1.4187535830706357
0.1333333333333321	0.3869895278504697	-1.4215177838761042
0.16666666666666605	0.37256231764534564	-1.4245715158211802
0.19999999999999818	0.35514116410186247	-1.4292168594756667
0.23333333333333395	0.33581286670782984	-1.4331050564768444
0.26666666666666605	0.3131862693182136	-1.4376120813244002
0.3	0.28807139335958765	-1.4413540179663809
0.3333333333333339	0.26071962165147966	-1.4459815271248608
0.3666666666666661	0.23318559293794328	-1.4506472745926886
0.4	0.20319781440285767	-1.4547952091908622
0.4333333333333321	0.17073296185442577	-1.458065822472307
0.46666666666666606	0.1373660038423049	-1.4603281062540363
0.5	0.10331966302105289	-1.4617217107220155
0.5333333333333321	0.06861189637466347	-1.4634614898884795
0.5666666666666661	0.033372343616270395	-1.4638778402754375
0.5999999999999982	-0.001961109433962327	-1.4633291839599663
0.6333333333333321	-0.03710068323528837	-1.4626721639518192
0.6666666666666661	-0.07200959301007881	-1.4597449275054162
0.7	-0.10571913523177195	-1.4579699611655406
0.733333333333334	-0.13858485555737787	-1.454023819581207
0.766666666666666	-0.17048951789059252	-1.4502776895653844
0.8	-0.20080169041679535	-1.4463955374897917
0.8333333333333339	-0.22965937064466885	-1.4414834441274833
0.866666666666666	-0.25639472438543953	-1.4365732879661643
0.9	-0.2808578870628855	-1.4316056663351846
0.9333333333333321	-0.3033165712685651	-1.425237978156575
0.966666666666666	-0.32395815706084385	-1.421039124955451
1.0	-0.3413714358162269	-1.4165668405412726
1.033333333333332	-0.3570417203636085	-1.4129163049337456
1.066666666666666	-0.369825095393559	-1.4084078815896668
1.099999999999998	-0.38011653606145324	-1.405716682172171
1.1333333333333322	-0.3874798374654401	-1.4036626690740226
1.166666666666666	-0.39240492348732803	-1.4026904452543159
1.2	-0.3941329773744934	-1.4020533275102671
1.2333333333333338	-0.39358834916709234	-1.4030659992119237
1.2666666666666662	-0.3900052110621013	-1.4043741750924255
1.3	-0.38381960400031584	-1.4073052622784812
1.333333333333334	-0.37448438026050895	-1.4095430733968333
1.366666666666666	-0.3630326843708238	-1.4125859855868734
1.4	-0.3490122467733321	-1.416865253981565
1.433333333333332	-0.33233710391005045	-1.4218107665932398
1.4666666666666661	-0.31290515297298804	-1.427189863616202
1.5	-0.2913930550787635	-1.4328126542733708
1.533333333333332	-0.26761513546742904	-1.438587298026693
1.566666666666666	-0.24081340989374395	-1.4437378515825678
1.599999999999998	-0.21269990527877153	-1.448418969997052
1.6333333333333322	-0.1831578583177974	-1.4538144902356402
1.666666666666666	-0.1522107430249688	-1.4579231746918166
1.7	-0.11981053176625861	-1.4602575286701254
1.7333333333333338	-0.08668007278837447	-1.4631427621072408
1.7666666666666662	-0.051932492683134934	-1.4649195894254456
1.8	-0.01702697939274922	-1.4671704644632704
1.833333333333334	0.01871369943866097	-1.4679439966249377
1.866666666666666	0.05406189627602653	-1.468658627103857
1.9	0.08841032329716503	-1.467380246535644
1.933333333333332	0.12305234374732765	-1.4652996446076678
1.9666666666666661	0.1565813306863092	-1.4629342393308857
2.0	0.18838748712284936	-1.460607698446728
2.0333333333333323	0.21871858029390845	-1.4562592352470574
2.066666666666666	0.24771610276954648	-1.4521897102613537
2.0999999999999983	0.27401504657127884	-1.4475237091569637
2.133333333333332	0.2994021183768546	-1.4432599912320054
2.166666666666666	0.3222252610691555	-1.4376058185141785
2.2	0.341874541250064	-1.432783493247637
2.233333333333334	0.35971716018255195	-1.4285088861664372
2.266666666666666	0.3742891863110106	-1.4241187849140946
2.3	0.38633187262097435	-1.4210483425938567
2.333333333333334	0.39558678787884405	-1.4186338200412694
2.3666666666666663	0.4013475854197015	-1.4163796613339596
2.4	0.4043325780571466	-1.4155412853343219
2.4333333333333322	0.4044320808830646	-1.4154123891507273
2.466666666666666	0.4011622640436314	-1.4154935625925211
2.5	0.39559092772531956	-1.4172257646671738
2.5333333333333323	0.38767187144811943	-1.420490653055273
2.566666666666666	0.3752959824905807	-1.4231126142351918
2.5999999999999983	0.36120427105552033	-1.426672701305095
2.633333333333332	0.3434827916511112	-1.4301031058380824
2.666666666666668	0.3230460912981371	-1.434550822237786
2.7	0.30065457123360273	-1.4389915533401552
2.733333333333334	0.27616076298427406	-1.4431814561674845
2.766666666666666	0.24963389146741355	-1.446887384044854
2.8	0.22198664656363742	-1.4517100179248867
2.833333333333334	0.19177396276416359	-1.455232670576758
2.8666666666666663	0.16074742468756198	-1.4588934219985814
2.9	0.12752612291637966	-1.4609579185227821
2.9333333333333322	0.09393721699745694	-1.462855240507961
2.966666666666666	0.05998771783107992	-1.4640498885776192
3.0	0.02564925801496465	-1.4647165209569653
3.0333333333333323	-0.009172262092503325	-1.464554705635406
3.066666666666666	-0.0435049186141091	-1.463420331700143
3.0999999999999983	-0.077545931951148	-1.460630718742885
3.133333333333332	-0.11072795705127703	-1.4574720107234207
3.166666666666668	-0.14338949178092442	-1.4546615354085721
3.2	-0.17409448411254624	-1.4504139434669339
3.233333333333334	-0.20338513028579902	-1.4469981554545945
3.266666666666666	-0.23151691090408838	-1.4411006913593665
3.301666666666668	-0.25733834510980974	-1.4368489202100703
3.333333333333334	-0.2809282677462213	-1.4329482727175615
3.368333333333334	-0.30238820406560296	-1.4274054265177765
3.401666666666666	-0.3222692476186982	-1.4222182208205512
3.435	-0.33916743681720773	-1.418251014296759
3.468333333333334	-0.3541854803500023	-1.4137610842916595
3.501666666666666	-0.36662955888717824	-1.4108036115376408
3.535	-0.37597419259224135	-1.408174980852935
3.568333333333332	-0.3824075332204858	-1.4066943441947102
3.601666666666666	-0.38634970394872514	-1.405857909757968
3.635	-0.3879016107256489	-1.405519733062573
