t_{1}	amp 0.0008 0.008
31.079999999999995	0.15253083270543116 0.0008 0.008
31.113333333333333	0.13883837378267058 0.0008 0.008
31.14666666666667	0.12316566828264273 0.0008 0.008
31.179999999999996	0.10655933718099021 0.0008 0.008
31.21333333333333	0.08905428529650167 0.0008 0.008
31.246666666666666	0.0707762771132864 0.0008 0.008
31.279999999999998	0.05179726417679211 0.0008 0.008
31.313333333333333	0.031937442336443835 0.0008 0.008
31.346666666666668	0.012245354600916889 0.0008 0.008
31.380000000000003	-0.007649704291343923 0.0008 0.008
31.41333333333333	-0.027617351167317686 0.0008 0.008
31.446666666666662	-0.0483159959130306 0.0008 0.008
31.480000000000004	-0.06724243100371373 0.0008 0.008
31.513333333333332	-0.087250515049488 0.0008 0.008
31.546666666666667	-0.10567838781148109 0.0008 0.008
31.579999999999995	-0.12334689998565855 0.0008 0.008
31.613333333333333	-0.1396448810918247 0.0008 0.008
31.64666666666667	-0.15578682366469251 0.0008 0.008
31.679999999999996	-0.1696505745718499 0.0008 0.008
31.71333333333333	-0.18268459952788704 0.0008 0.008
31.746666666666666	-0.19376344881590613 0.0008 0.008
31.779999999999998	-0.20412829260024418 0.0008 0.008
31.813333333333333	-0.21219235958330365 0.0008 0.008
31.846666666666668	-0.21838172989330704 0.0008 0.008
31.880000000000003	-0.2236392087016762 0.0008 0.008
31.91333333333333	-0.22729992944223515 0.0008 0.008
31.946666666666662	-0.22841664445610868 0.0008 0.008
31.980000000000004	-0.22755633649309945 0.0008 0.008
32.013333333333335	-0.22476730601895603 0.0008 0.008
32.04666666666667	-0.21980776890173997 0.0008 0.008
32.08	-0.21401745076240844 0.0008 0.008
32.11333333333333	-0.20589522132227733 0.0008 0.008
32.14666666666667	-0.19604357752075086 0.0008 0.008
32.18	-0.18498936702965507 0.0008 0.008
32.21333333333333	-0.17178549054773845 0.0008 0.008
32.24666666666667	-0.1582822897445467 0.0008 0.008
32.279999999999994	-0.1423101010359276 0.0008 0.008
32.315	-0.12616936112461638 0.0008 0.008
32.34833333333333	-0.10878161616894325 0.0008 0.008
32.38166666666667	-0.09025891823739439 0.0008 0.008
32.415	-0.07171453041294737 0.0008 0.008
32.44833333333334	-0.05198595395420294 0.0008 0.008
32.48166666666667	-0.031880941691811694 0.0008 0.008
32.51499999999999	-0.011235864522176205 0.0008 0.008
32.54833333333333	0.008657723948418763 0.0008 0.008
32.58166666666667	0.028462600228675042 0.0008 0.008
32.615	0.04742101022318021 0.0008 0.008
32.64833333333333	0.06645440364267848 0.0008 0.008
32.68166666666666	0.0848558804122973 0.0008 0.008
32.715	0.10229547766058879 0.0008 0.008
32.748333333333335	0.11843555164221299 0.0008 0.008
32.78166666666667	0.13361813856655097 0.0008 0.008
32.815	0.14731170583348546 0.0008 0.008
32.84833333333333	0.15967798083039625 0.0008 0.008
32.881666666666675	0.1711055921764547 0.0008 0.008
32.915	0.1805971974186122 0.0008 0.008
32.948333333333345	0.18948571521826965 0.0008 0.008
32.98166666666667	0.19581618648777352 0.0008 0.008
33.015	0.20033206377673793 0.0008 0.008
33.04833333333333	0.20371399448907768 0.0008 0.008
33.08166666666667	0.2049250208639045 0.0008 0.008
33.115	0.2046192501291938 0.0008 0.008
33.148333333333326	0.2022009626067128 0.0008 0.008
33.18166666666666	0.19764264357110645 0.0008 0.008
33.215	0.19208310014338922 0.0008 0.008
33.24833333333333	0.18519051063089456 0.0008 0.008
33.28166666666667	0.1763096843449111 0.0008 0.008
33.315	0.16573578013776474 0.0008 0.008
33.34833333333333	0.15346799976656958 0.0008 0.008
33.381666666666675	0.14026126074910625 0.0008 0.008
33.415	0.12547241609828036 0.0008 0.008
33.448333333333345	0.11003706912564995 0.0008 0.008
33.48166666666667	0.09326540191807386 0.0008 0.008
33.515	0.07535807015071827 0.0008 0.008
33.54833333333333	0.057143365205887635 0.0008 0.008
33.58166666666667	0.03813123102664315 0.0008 0.008
33.615	0.018343431740941562 0.0008 0.008
33.648333333333326	-0.001064956541829089 0.0008 0.008
33.68166666666666	-0.021623827941819756 0.0008 0.008
33.715	-0.04117576010304148 0.0008 0.008
33.74833333333333	-0.061042989612025735 0.0008 0.008
33.78166666666667	-0.0799541243825232 0.0008 0.008
33.815	-0.0983425156299063 0.0008 0.008
33.84833333333333	-0.1154728097334519 0.0008 0.008
33.881666666666675	-0.1318386482193254 0.0008 0.008
33.915	-0.14762453831692177 0.0008 0.008
33.948333333333345	-0.16235665743807107 0.0008 0.008
33.98166666666667	-0.1757260361365078 0.0008 0.008
34.015	-0.18719750652073994 0.0008 0.008
34.04833333333333	-0.19784063433977078 0.0008 0.008
34.08166666666667	-0.20651716472991913 0.0008 0.008
34.115	-0.21324303162491234 0.0008 0.008
34.148333333333326	-0.21889907505015418 0.0008 0.008
34.18166666666666	-0.22254763506487427 0.0008 0.008
34.215	-0.2241663336932163 0.0008 0.008
34.24833333333333	-0.22396933768704036 0.0008 0.008
34.28166666666667	-0.2221835126189328 0.0008 0.008
34.315	-0.21823445949171855 0.0008 0.008
34.34833333333333	-0.21291042373641608 0.0008 0.008
34.381666666666675	-0.20538489935959817 0.0008 0.008
34.415	-0.19632222443453903 0.0008 0.008
34.448333333333345	-0.18581567365861984 0.0008 0.008
34.48166666666667	-0.17374255724886659 0.0008 0.008
34.515	-0.15988911527079805 0.0008 0.008
34.54833333333333	-0.1456726011575422 0.0008 0.008
34.58166666666667	-0.12944192354400635 0.0008 0.008
34.615	-0.1132044877910735 0.0008 0.008
34.648333333333326	-0.09570254054127458 0.0008 0.008
34.68166666666666	-0.07654351602403575 0.0008 0.008
34.715	-0.057771103198749146 0.0008 0.008
34.74833333333333	-0.03815442612057234 0.0008 0.008
34.78166666666667	-0.01820022051703021 0.0008 0.008
34.815	0.001943239233504354 0.0008 0.008
34.84833333333333	0.021565627200396294 0.0008 0.008
34.881666666666675	0.04040159072142512 0.0008 0.008
34.915	0.059545143207014775 0.0008 0.008
34.948333333333345	0.07783688981310333 0.0008 0.008
34.98166666666667	0.09495993407536901 0.0008 0.008
35.015	0.1117429971410588 0.0008 0.008
35.04833333333333	0.12741812264237065 0.0008 0.008
35.08166666666667	0.14164115686670722 0.0008 0.008
35.115	0.15365222153904787 0.0008 0.008
35.148333333333326	0.16510928078093973 0.0008 0.008
35.18166666666666	0.17535180543847034 0.0008 0.008
35.215	0.18415127433739514 0.0008 0.008
35.24833333333333	0.19144601416708945 0.0008 0.008
35.28166666666667	0.19657950417764716 0.0008 0.008
35.315	0.2003927240078245 0.0008 0.008
35.34833333333333	0.20195337175880088 0.0008 0.008
35.381666666666675	0.202065009574765 0.0008 0.008
35.415	0.20029538696506166 0.0008 0.008
35.448333333333345	0.1966858680219277 0.0008 0.008
35.48166666666667	0.19228494132364155 0.0008 0.008
35.515	0.18527351422305038 0.0008 0.008
35.54833333333333	0.17649304500765475 0.0008 0.008
35.58166666666667	0.16665450895851794 0.0008 0.008
35.615	0.1550938612108854 0.0008 0.008
35.648333333333326	0.14300731907500475 0.0008 0.008
35.68166666666666	0.12913851164310286 0.0008 0.008
35.715	0.1142418514383708 0.0008 0.008
35.74833333333333	0.09783442692989765 0.0008 0.008
35.78166666666667	0.0813025430301253 0.0008 0.008
35.815	0.06337894085768432 0.0008 0.008
35.84833333333333	0.04478350754780868 0.0008 0.008
35.881666666666675	0.02603721407468578 0.0008 0.008
35.915	0.006327270484108026 0.0008 0.008
35.948333333333345	-0.01273775669624526 0.0008 0.008
35.98166666666667	-0.03252621531280414 0.0008 0.008
36.015	-0.05237639311753042 0.0008 0.008
36.04833333333333	-0.07138638687623738 0.0008 0.008
36.08166666666667	-0.09055077449343639 0.0008 0.008
36.115	-0.10795250018828417 0.0008 0.008
36.148333333333326	-0.12434945833648929 0.0008 0.008
36.18166666666666	-0.1399257565093992 0.0008 0.008
36.215	-0.15462272049868525 0.0008 0.008
36.24833333333333	-0.16869729009000534 0.0008 0.008
36.28333333333333	-0.18062215155040112 0.0008 0.008
36.31666666666667	-0.1917732249986253 0.0008 0.008
36.35	-0.20068238350198558 0.0008 0.008
36.383333333333326	-0.2084214634829452 0.0008 0.008
36.41666666666667	-0.21406284279271814 0.0008 0.008
36.45	-0.21837097962462568 0.0008 0.008
36.48333333333333	-0.2207250486995912 0.0008 0.008
36.51666666666666	-0.22107488734197506 0.0008 0.008
36.55	-0.21970761919834253 0.0008 0.008
36.58333333333333	-0.21656796963583405 0.0008 0.008
36.616666666666674	-0.21132704467104443 0.0008 0.008
36.65	-0.20448626793386993 0.0008 0.008
36.68333333333333	-0.1958312788061632 0.0008 0.008
36.71666666666667	-0.18655370457218748 0.0008 0.008
36.75	-0.17495567079408508 0.0008 0.008
36.78333333333333	-0.1618276023785227 0.0008 0.008
36.81666666666667	-0.148034263840978 0.0008 0.008
36.85	-0.13280632159721886 0.0008 0.008
36.883333333333326	-0.11672456534687332 0.0008 0.008
36.91666666666667	-0.09972449745327594 0.0008 0.008
36.95	-0.08224481161587158 0.0008 0.008
36.98333333333333	-0.06342920039525192 0.0008 0.008
37.01666666666666	-0.044523214111182756 0.0008 0.008
37.05	-0.024882803907470236 0.0008 0.008
37.08333333333333	-0.005058133467353711 0.0008 0.008
37.116666666666674	0.013734817971056228 0.0008 0.008
37.15	0.03305603507462606 0.0008 0.008
37.18333333333333	0.051029381169175235 0.0008 0.008
37.21666666666667	0.06919411786196317 0.0008 0.008
37.25	0.08640737064666411 0.0008 0.008
37.28333333333333	0.10280988867369933 0.0008 0.008
37.31666666666667	0.11871725734731638 0.0008 0.008
37.35	0.13253534991488602 0.0008 0.008
37.383333333333326	0.14561408307687138 0.0008 0.008
37.41666666666667	0.15776269039663002 0.0008 0.008
37.45	0.1682486302255313 0.0008 0.008
37.48333333333333	0.17716394152951268 0.0008 0.008
37.51666666666666	0.18428887030590457 0.0008 0.008
37.55	0.19025394749715546 0.0008 0.008
37.58333333333333	0.19462370238470011 0.0008 0.008
37.616666666666674	0.19734780381588735 0.0008 0.008
37.65	0.19819357102460344 0.0008 0.008
37.68333333333333	0.19737086493203393 0.0008 0.008
37.71666666666667	0.19467850718547403 0.0008 0.008
37.75	0.19037517884754407 0.0008 0.008
37.78333333333333	0.184152651362676 0.0008 0.008
37.81666666666667	0.17626272719730146 0.0008 0.008
37.85	0.16743269698238678 0.0008 0.008
37.883333333333326	0.1569465707318139 0.0008 0.008
37.91666666666667	0.14496514848900563 0.0008 0.008
37.95	0.13137072595772892 0.0008 0.008
37.98333333333333	0.11671865013958108 0.0008 0.008
38.01666666666666	0.10119262892908484 0.0008 0.008
38.05	0.08471459978561938 0.0008 0.008
38.08333333333333	0.06720582428843884 0.0008 0.008
38.116666666666674	0.04934959390894686 0.0008 0.008
38.15	0.030802180354635958 0.0008 0.008
38.18333333333333	0.011961157872102333 0.0008 0.008
38.21666666666667	-0.006842673881025311 0.0008 0.008
38.25	-0.025699129104355015 0.0008 0.008
38.28333333333333	-0.044864031165571486 0.0008 0.008
38.31666666666667	-0.063760602452287 0.0008 0.008
38.35	-0.0817664942707213 0.0008 0.008
38.383333333333326	-0.09989006426118421 0.0008 0.008
38.41666666666667	-0.11660372186963243 0.0008 0.008
38.45	-0.13310485311075604 0.0008 0.008
38.48333333333333	-0.14729779255827158 0.0008 0.008
38.51666666666666	-0.16176130495675997 0.0008 0.008
38.55	-0.17361057380386216 0.0008 0.008
38.58333333333333	-0.18532545801375536 0.0008 0.008
38.616666666666674	-0.1947184341572319 0.0008 0.008
38.65	-0.2027947246002386 0.0008 0.008
38.68333333333333	-0.208871089844548 0.0008 0.008
38.71666666666667	-0.21375953079970936 0.0008 0.008
38.75	-0.21625950487170034 0.0008 0.008
38.78333333333333	-0.2172238393778314 0.0008 0.008
38.81666666666667	-0.21696911389194237 0.0008 0.008
38.85	-0.21423231421208566 0.0008 0.008
38.883333333333326	-0.20994781580656915 0.0008 0.008
38.91666666666667	-0.20378185161251902 0.0008 0.008
38.95	-0.19627457806567636 0.0008 0.008
38.98333333333333	-0.1874141760237083 0.0008 0.008
39.01666666666666	-0.17694262055553525 0.0008 0.008
39.05	-0.16427062507113366 0.0008 0.008
39.08333333333333	-0.15066769234638705 0.0008 0.008
39.116666666666674	-0.1356454689052899 0.0008 0.008
39.15	-0.12005538232619108 0.0008 0.008
39.18333333333333	-0.10377216063707631 0.0008 0.008
39.21666666666667	-0.08655556552924432 0.0008 0.008
39.25	-0.06830005914359243 0.0008 0.008
39.28333333333333	-0.04929821187547876 0.0008 0.008
39.31666666666667	-0.03037948465753629 0.0008 0.008
39.35	-0.011369055600679363 0.0008 0.008
39.383333333333326	0.007779659387729532 0.0008 0.008
39.41666666666667	0.02686737778921225 0.0008 0.008
39.45	0.04486717253634296 0.0008 0.008
39.48333333333333	0.06315271643120593 0.0008 0.008
39.51666666666666	0.08047679327805483 0.0008 0.008
39.55	0.09710391525202443 0.0008 0.008
39.58333333333333	0.11247599811537316 0.0008 0.008
39.616666666666674	0.1265995871445009 0.0008 0.008
39.65	0.14035978466851273 0.0008 0.008
39.68333333333333	0.1525449102745714 0.0008 0.008
39.71666666666667	0.16326093290332622 0.0008 0.008
39.75	0.17264979568294186 0.0008 0.008
39.783333333333346	0.18006261769986515 0.0008 0.008
39.81666666666667	0.18609080841002323 0.0008 0.008
39.85	0.1904577938078635 0.0008 0.008
39.883333333333326	0.19388434314844466 0.0008 0.008
39.91666666666667	0.19491996039767437 0.0008 0.008
39.95	0.1947675926223225 0.0008 0.008
39.98333333333333	0.1922129730975606 0.0008 0.008
40.01666666666666	0.18868597824376376 0.0008 0.008
40.05	0.18335118207834317 0.0008 0.008
40.08333333333333	0.176353273862813 0.0008 0.008
40.116666666666674	0.16768274312590606 0.0008 0.008
40.15	0.15768720585312265 0.0008 0.008
40.18333333333333	0.14640448685987667 0.0008 0.008
40.21666666666667	0.1340732551845167 0.0008 0.008
40.25	0.12040514458534447 0.0008 0.008
40.285	0.10555863683709851 0.0008 0.008
40.31833333333333	0.08910659845775983 0.0008 0.008
40.351666666666674	0.07256002373035313 0.0008 0.008
40.385	0.05532851676668149 0.0008 0.008
40.41833333333333	0.037144618685409324 0.0008 0.008
40.45166666666667	0.019144450251303687 0.0008 0.008
40.485	2.2717223004002095E-4 0.0008 0.008
40.518333333333345	-0.01903788579448692 0.0008 0.008
40.55166666666667	-0.03800015999790376 0.0008 0.008
40.585	-0.05673553045596023 0.0008 0.008
40.618333333333325	-0.075127648041652 0.0008 0.008
40.65166666666667	-0.09227431949912741 0.0008 0.008
40.685	-0.10961922530009843 0.0008 0.008
40.71833333333333	-0.1253420666095292 0.0008 0.008
40.75166666666666	-0.14000031623740544 0.0008 0.008
40.785	-0.15406001837157246 0.0008 0.008
40.81833333333333	-0.16628358177043245 0.0008 0.008
40.851666666666674	-0.17801386537777697 0.0008 0.008
40.885	-0.18719451036286486 0.0008 0.008
40.91833333333333	-0.1963034553553533 0.0008 0.008
40.95166666666667	-0.20320043826989875 0.0008 0.008
40.985	-0.20853448491304277 0.0008 0.008
41.018333333333345	-0.21151981393665512 0.0008 0.008
41.05166666666667	-0.21331236346662152 0.0008 0.008
41.085	-0.21342088776328916 0.0008 0.008
41.118333333333325	-0.21164554192486337 0.0008 0.008
41.15166666666667	-0.20832643991844013 0.0008 0.008
41.185	-0.20296663904394677 0.0008 0.008
41.21833333333333	-0.19627936406230917 0.0008 0.008
41.25166666666666	-0.18757515198435595 0.0008 0.008
41.285	-0.17704692170785533 0.0008 0.008
41.31833333333333	-0.16545427890890613 0.0008 0.008
41.351666666666674	-0.15279351159975305 0.0008 0.008
41.385	-0.1391494709319254 0.0008 0.008
41.41833333333333	-0.12427471013475243 0.0008 0.008
41.45166666666667	-0.1085341848300299 0.0008 0.008
41.485	-0.09205073636613512 0.0008 0.008
41.518333333333345	-0.07407014977983241 0.0008 0.008
41.55166666666667	-0.05597760811402782 0.0008 0.008
41.585	-0.03703550308367589 0.0008 0.008
41.618333333333325	-0.01861221768078901 0.0008 0.008
41.65166666666667	9.956897823768674E-5 0.0008 0.008
41.685	0.019111197903885796 0.0008 0.008
41.71833333333333	0.03721040801608034 0.0008 0.008
41.75166666666666	0.05506266739323088 0.0008 0.008
41.785	0.07269923514222601 0.0008 0.008
41.81833333333333	0.08892003513669375 0.0008 0.008
41.851666666666674	0.10485710483162197 0.0008 0.008
41.885	0.11931771932165615 0.0008 0.008
41.91833333333333	0.13312391835141907 0.0008 0.008
41.95166666666667	0.1456816250197529 0.0008 0.008
41.985	0.15683828854309642 0.0008 0.008
42.018333333333345	0.16651019887872298 0.0008 0.008
42.05166666666667	0.1747911199356981 0.0008 0.008
42.085	0.18151890466423498 0.0008 0.008
42.118333333333325	0.1866862498274124 0.0008 0.008
42.15166666666667	0.1905303274031496 0.0008 0.008
42.185	0.1922508970041416 0.0008 0.008
42.21833333333333	0.19231604777838113 0.0008 0.008
42.25166666666666	0.1905192986473697 0.0008 0.008
42.285	0.18755979627893102 0.0008 0.008
42.31833333333333	0.18251889356247275 0.0008 0.008
42.351666666666674	0.1762008829334428 0.0008 0.008
42.385	0.16843740909962623 0.0008 0.008
42.41833333333333	0.15950779265768103 0.0008 0.008
42.45166666666667	0.14834011442894807 0.0008 0.008
42.485	0.13589101032963322 0.0008 0.008
42.518333333333345	0.12266506340679809 0.0008 0.008
42.55166666666667	0.10896083224920211 0.0008 0.008
42.585	0.09354526122556339 0.0008 0.008
42.618333333333325	0.07693175773258608 0.0008 0.008
42.65166666666667	0.06032037367376489 0.0008 0.008
42.685	0.04229937302226734 0.0008 0.008
42.71833333333333	0.024989865232650635 0.0008 0.008
42.75166666666666	0.006012265961995087 0.0008 0.008
42.785	-0.012250395490819547 0.0008 0.008
42.81833333333333	-0.03100705549793824 0.0008 0.008
42.851666666666674	-0.05008030938058934 0.0008 0.008
42.885	-0.06789750698476041 0.0008 0.008
42.91833333333333	-0.08553952000347471 0.0008 0.008
42.95166666666667	-0.1027459279592337 0.0008 0.008
42.985	-0.11803617629389136 0.0008 0.008
43.018333333333345	-0.13369179417092383 0.0008 0.008
43.05166666666667	-0.14792220534182945 0.0008 0.008
43.085	-0.1608391013966232 0.0008 0.008
43.118333333333325	-0.17242851483064298 0.0008 0.008
43.15166666666667	-0.1833681288736412 0.0008 0.008
43.185	-0.19194585852474055 0.0008 0.008
43.21833333333333	-0.19906729891350583 0.0008 0.008
43.25166666666666	-0.20425908040826496 0.0008 0.008
43.285	-0.20836828210498626 0.0008 0.008
43.31833333333333	-0.21081971692317636 0.0008 0.008
43.351666666666674	-0.21126494435959128 0.0008 0.008
43.385	-0.2102091434121047 0.0008 0.008
43.41833333333333	-0.207164958231805 0.0008 0.008
43.45166666666667	-0.20239621816841688 0.0008 0.008
43.485	-0.1961931898726411 0.0008 0.008
43.518333333333345	-0.1882142728079827 0.0008 0.008
43.55166666666667	-0.17870527669524053 0.0008 0.008
43.585	-0.16793292914303587 0.0008 0.008
43.618333333333325	-0.15558162809155893 0.0008 0.008
43.65166666666667	-0.14201154873931993 0.0008 0.008
43.685	-0.1271771137535502 0.0008 0.008
43.71833333333333	-0.1115793866401106 0.0008 0.008
43.75166666666666	-0.09485623457749716 0.0008 0.008
43.785	-0.077612470234932 0.0008 0.008
43.81833333333333	-0.060536271089531385 0.0008 0.008
43.851666666666674	-0.04216385635417829 0.0008 0.008
43.885	-0.024158588063451086 0.0008 0.008
43.91833333333333	-0.006008142753227518 0.0008 0.008
43.95166666666667	0.012719378949898469 0.0008 0.008
43.985	0.031312893121976874 0.0008 0.008
44.018333333333345	0.04859562923617807 0.0008 0.008
44.05166666666667	0.06595162354916419 0.0008 0.008
44.085	0.08199590161671741 0.0008 0.008
44.118333333333325	0.0979226148956618 0.0008 0.008
44.15166666666667	0.11254024094854724 0.0008 0.008
44.185	0.12653157629767808 0.0008 0.008
44.21833333333333	0.1388848517714121 0.0008 0.008
44.253333333333345	0.15018121796222558 0.0008 0.008
44.28666666666667	0.15957248977359165 0.0008 0.008
44.32	0.16833301368564338 0.0008 0.008
44.353333333333346	0.17526174011455264 0.0008 0.008
44.38666666666667	0.18065564217083058 0.0008 0.008
44.42	0.1848127510895339 0.0008 0.008
44.453333333333326	0.1875547662952213 0.0008 0.008
44.48666666666667	0.18839792514436945 0.0008 0.008
44.52	0.18765679859377926 0.0008 0.008
44.55333333333333	0.1849450597306331 0.0008 0.008
44.58666666666667	0.1806997884212084 0.0008 0.008
44.62	0.17516417547415644 0.0008 0.008
44.65333333333333	0.16824887314094572 0.0008 0.008
44.686666666666675	0.15961365360451907 0.0008 0.008
44.72	0.14987187593948753 0.0008 0.008
44.753333333333345	0.13847858061976628 0.0008 0.008
44.78666666666667	0.1263301891240918 0.0008 0.008
44.82	0.11247459982837986 0.0008 0.008
44.853333333333346	0.0976124669720102 0.0008 0.008
44.88666666666667	0.08199525654540132 0.0008 0.008
44.92	0.06570788323149652 0.0008 0.008
44.953333333333326	0.048270636739528264 0.0008 0.008
44.98666666666667	0.03015987793657562 0.0008 0.008
45.02	0.012385709041401632 0.0008 0.008
45.05333333333333	-0.005917246025126257 0.0008 0.008
45.08666666666667	-0.024682733098363236 0.0008 0.008
45.12	-0.04300902466728512 0.0008 0.008
45.15333333333333	-0.061062029232733295 0.0008 0.008
45.186666666666675	-0.0786952739764319 0.0008 0.008
45.22	-0.09547399563371617 0.0008 0.008
45.253333333333345	-0.11165762556301409 0.0008 0.008
45.28666666666667	-0.1263975410435144 0.0008 0.008
45.32	-0.14061819275681237 0.0008 0.008
45.353333333333346	-0.1540990161637548 0.0008 0.008
45.38666666666667	-0.16594275505504252 0.0008 0.008
45.42	-0.17658036308106284 0.0008 0.008
45.453333333333326	-0.18560215461835153 0.0008 0.008
45.48666666666667	-0.19360861655939865 0.0008 0.008
45.52	-0.19956340931420144 0.0008 0.008
45.55333333333333	-0.20397905640142983 0.0008 0.008
45.58666666666667	-0.20632388916564967 0.0008 0.008
45.62	-0.20756544450499997 0.0008 0.008
45.65333333333333	-0.20741373396804097 0.0008 0.008
45.686666666666675	-0.20525185988156106 0.0008 0.008
45.72	-0.20073359232146437 0.0008 0.008
45.753333333333345	-0.19574780459636676 0.0008 0.008
45.78666666666667	-0.18884348656306518 0.0008 0.008
45.82	-0.1800011639136193 0.0008 0.008
45.853333333333346	-0.16948130890340174 0.0008 0.008
45.88666666666667	-0.15777211178242875 0.0008 0.008
45.92	-0.14527979892652054 0.0008 0.008
45.953333333333326	-0.13103758649252745 0.0008 0.008
45.98666666666667	-0.11636464260827228 0.0008 0.008
46.02	-0.10082543354411855 0.0008 0.008
46.05333333333333	-0.08419648238391661 0.0008 0.008
46.08666666666667	-0.06738471664858786 0.0008 0.008
46.12	-0.04939595609673823 0.0008 0.008
46.15333333333333	-0.03071905324412988 0.0008 0.008
46.186666666666675	-0.013011469025985491 0.0008 0.008
46.22	0.005257115866873221 0.0008 0.008
46.253333333333345	0.023346152012755347 0.0008 0.008
46.28666666666667	0.041610223822875506 0.0008 0.008
46.32	0.0585087130551805 0.0008 0.008
46.353333333333346	0.07496615243218856 0.0008 0.008
46.38666666666667	0.09079402314198237 0.0008 0.008
46.42	0.10568423468532726 0.0008 0.008
46.453333333333326	0.11944965481655022 0.0008 0.008
46.48666666666667	0.13225428626078486 0.0008 0.008
46.52	0.14394475116670583 0.0008 0.008
46.55333333333333	0.1542576822141037 0.0008 0.008
46.58666666666667	0.16390243852787947 0.0008 0.008
46.62	0.17120237406563127 0.0008 0.008
46.65333333333333	0.17726910886539918 0.0008 0.008
46.686666666666675	0.18184201936128747 0.0008 0.008
46.72	0.1844306597400516 0.0008 0.008
46.753333333333345	0.1858707186579314 0.0008 0.008
46.78666666666667	0.18586256632472462 0.0008 0.008
46.82	0.18424298319484828 0.0008 0.008
46.85333333333333	0.18089356375489374 0.0008 0.008
46.886666666666656	0.17577158939665494 0.0008 0.008
46.92	0.16931341848303347 0.0008 0.008
46.95333333333334	0.16149462324718808 0.0008 0.008
46.98666666666667	0.15221769504382246 0.0008 0.008
47.02	0.1406464848132086 0.0008 0.008
47.05333333333333	0.1284503776819777 0.0008 0.008
47.08666666666667	0.11496705007036452 0.0008 0.008
47.12	0.10034129677032548 0.0008 0.008
47.15333333333333	0.08528578944800733 0.0008 0.008
47.186666666666675	0.06933359256167408 0.0008 0.008
47.22	0.05257173982827477 0.0008 0.008
47.253333333333345	0.035460744472961984 0.0008 0.008
47.28666666666667	0.017356625841832785 0.0008 0.008
47.32	-7.436443841606414E-4 0.0008 0.008
47.35333333333333	-0.01909240973751692 0.0008 0.008
47.386666666666656	-0.037222124145456885 0.0008 0.008
47.42	-0.0541029259630079 0.0008 0.008
47.45333333333334	-0.0718328592518786 0.0008 0.008
47.48666666666667	-0.0887937183709168 0.0008 0.008
47.52	-0.10454731606789638 0.0008 0.008
47.55333333333333	-0.11956855811129692 0.0008 0.008
47.58666666666667	-0.13403835268111866 0.0008 0.008
47.62	-0.14753853461469685 0.0008 0.008
47.65333333333333	-0.15990041490766937 0.0008 0.008
47.686666666666675	-0.1709476463803082 0.0008 0.008
47.72	-0.1805399198908112 0.0008 0.008
47.753333333333345	-0.18854726112653594 0.0008 0.008
47.78666666666667	-0.1955258508201245 0.0008 0.008
47.82	-0.200458426302482 0.0008 0.008
47.85333333333333	-0.20360041256006378 0.0008 0.008
47.886666666666656	-0.20537305830819308 0.0008 0.008
47.92	-0.20538336659601614 0.0008 0.008
47.95333333333334	-0.20333433067947132 0.0008 0.008
47.98666666666667	-0.20015653746075357 0.0008 0.008
48.02	-0.1951022583389608 0.0008 0.008
48.05333333333333	-0.18823045772910332 0.0008 0.008
48.08666666666667	-0.1800474638633908 0.0008 0.008
48.12	-0.1704544201354579 0.0008 0.008
48.15333333333333	-0.1595068716356247 0.0008 0.008
48.186666666666675	-0.14700279777066927 0.0008 0.008
48.22166666666667	-0.1335742048095683 0.0008 0.008
48.255	-0.11927058050097233 0.0008 0.008
48.28833333333333	-0.10418286126639212 0.0008 0.008
48.32166666666667	-0.0879224605010534 0.0008 0.008
48.355	-0.07148843490704368 0.0008 0.008
48.38833333333334	-0.053966465409898544 0.0008 0.008
48.421666666666674	-0.036897539897493045 0.0008 0.008
48.45500000000001	-0.01874036122212663 0.0008 0.008
48.488333333333344	-7.035990367120552E-4 0.0008 0.008
48.52166666666667	0.01729259623907109 0.0008 0.008
48.555	0.03451439442272623 0.0008 0.008
48.58833333333333	0.05168049571295555 0.0008 0.008
48.62166666666667	0.06818360323088554 0.0008 0.008
48.655000000000015	0.08385038317497467 0.0008 0.008
48.68833333333334	0.09877649407065026 0.0008 0.008
48.72166666666667	0.11326665782211012 0.0008 0.008
48.755	0.12647327186914303 0.0008 0.008
48.78833333333334	0.13873212378032734 0.0008 0.008
48.82166666666667	0.14953417188074417 0.0008 0.008
48.855	0.15881871929035077 0.0008 0.008
48.88833333333334	0.16657570643744174 0.0008 0.008
48.921666666666674	0.17296358089390787 0.0008 0.008
48.95500000000001	0.17809385464374805 0.0008 0.008
48.988333333333344	0.1816950849358318 0.0008 0.008
49.02166666666667	0.18345335360094553 0.0008 0.008
49.055	0.18371354667439543 0.0008 0.008
49.08833333333333	0.1819485374937167 0.0008 0.008
49.12166666666667	0.1790439520609453 0.0008 0.008
49.155000000000015	0.17446151627447462 0.0008 0.008
49.18833333333334	0.1686472141600215 0.0008 0.008
49.22166666666667	0.1613835369227341 0.0008 0.008
49.255	0.15247970343451434 0.0008 0.008
49.28833333333334	0.14239056332108632 0.0008 0.008
49.32166666666667	0.1305548490905771 0.0008 0.008
49.355	0.11800948144657687 0.0008 0.008
49.38833333333334	0.10378290005564995 0.0008 0.008
49.421666666666674	0.08881263718727983 0.0008 0.008
49.45500000000001	0.0732297625852667 0.0008 0.008
