mass_A
t_{1}	x_{1}	y_{1}	func
0.0	0.17697842313450085	-0.5763125719536614	-0.2979463950931663
0.03333333333333212	0.1769341872311856	-0.5762912137624594	-0.2978866495417049
0.06666666666666606	0.17517874976771874	-0.5780080472371492	-0.29427385579966275
0.1	0.1694962469387834	-0.580357636190975	-0.2841517971061919
0.1333333333333321	0.16089086372415362	-0.5827073133978034	-0.26939715426446303
0.16666666666666605	0.1508209478182837	-0.5869063637163695	-0.251533613824809
0.19999999999999818	0.13683204551606787	-0.5910556397332157	-0.22749683649174585
0.23333333333333212	0.12181058834681913	-0.5950938023482952	-0.20190243254973417
0.26666666666666605	0.10434090264217544	-0.599294237528002	-0.17237839187948603
0.29999999999999816	0.08600127076575115	-0.6040995503734721	-0.14141251204989583
0.3333333333333321	0.06576776051119504	-0.6078352957283122	-0.10778067020367856
0.3666666666666661	0.04480457121559156	-0.6110537830939969	-0.07319246813105638
0.4	0.023416270152176066	-0.6124430409647829	-0.038215586094105795
0.43333333333333396	0.002038671010209825	-0.6146441785178368	-0.003316819072650432
0.46666666666666606	-0.020076704567754344	-0.6141867306567674	0.032676639429168076
0.5	-0.04018286597224541	-0.615131737151775	0.06523132038180059
0.5333333333333321	-0.05972792079391481	-0.6137373156228857	0.09701288348149842
0.5666666666666661	-0.07794073414295694	-0.6127742601282337	0.1265138911852296
0.6	-0.09414867944512345	-0.610549944192703	0.15299797929585282
0.6333333333333321	-0.10866903726032556	-0.6090964793261001	0.17655262547351944
0.6666666666666661	-0.12126170115662643	-0.6066018062405548	0.19730257466203102
0.6999999999999982	-0.13090674979523198	-0.604708862263091	0.21318935180974147
0.7333333333333322	-0.13857715650975244	-0.6027065591739086	0.22599692001533536
0.766666666666666	-0.14334524269200405	-0.6016995348961018	0.23387442468147757
0.7999999999999982	-0.1455982474955827	-0.6011907626651267	0.23760816534539395
0.8333333333333339	-0.14523663868361486	-0.6005500703743788	0.23728342697340998
0.866666666666666	-0.1420314721920654	-0.6014761677688744	0.23189027600197076
0.9	-0.13663067191282346	-0.6023355786348435	0.22306014588734518
0.9333333333333339	-0.12861674708379145	-0.6030789028198388	0.21011901104298744
0.966666666666666	-0.11755600321687287	-0.6051288076792073	0.1918761480421211
1.0	-0.10454562583198784	-0.6076982726880975	0.17036773533268826
1.033333333333332	-0.08908449495777099	-0.609682647329131	0.145089436380168
1.066666666666666	-0.07224786333118605	-0.610859524966971	0.11772557042597329
1.1	-0.053420302851523105	-0.6117375134147925	0.08710456640529897
1.1333333333333322	-0.03371950215092767	-0.6122231713565639	0.0550215504893955
1.1666666666666679	-0.012441246005665207	-0.6117620239593038	0.020333938330860876
1.1999999999999982	0.008881432847881787	-0.610348770397694	-0.01455037922017257
1.2333333333333338	0.031056836595537707	-0.6091176370672494	-0.05094248545437248
1.2666666666666662	0.0529082368612096	-0.6072149186483756	-0.08691312921785598
1.3	0.07361308246542109	-0.6043710590475069	-0.12120411522090874
1.3333333333333321	0.09249591391119372	-0.5999973945743649	-0.1529564172531933
1.366666666666666	0.11118953889604266	-0.596625452426284	-0.18425035929481254
1.3999999999999981	0.12670265346622211	-0.5911119736100827	-0.21115124062593366
1.433333333333334	0.1416641089097097	-0.5872754575957322	-0.23670066692692768
1.4666666666666661	0.15433679960657154	-0.584357227670287	-0.2582174854016246
1.4999999999999982	0.16393856375942517	-0.5805903044662875	-0.275200708560191
1.5333333333333303	0.17105902251360383	-0.5786235385296586	-0.28744368136170745
1.566666666666666	0.17476921856559502	-0.5764281240346613	-0.2943839632404583
1.6000000000000019	0.17668076389633247	-0.5764687197650463	-0.2973984381339977
1.633333333333334	0.17630468102634944	-0.5769499314599046	-0.2965686748205348
1.666666666666666	0.17184282616726498	-0.5783109428922646	-0.28883646140388297
1.6999999999999982	0.16594332065658346	-0.5817066503636952	-0.2778886407058937
1.7333333333333338	0.15674504307964943	-0.5852955709122062	-0.2616647901349288
1.7666666666666662	0.14494635414631885	-0.5885108739037722	-0.24148708357459853
1.8000000000000018	0.1311405996409829	-0.5931621930978397	-0.21758712703405356
1.8333333333333304	0.11544661460763783	-0.5968469037814192	-0.19106795125809495
1.866666666666666	0.09759130658435733	-0.6014146225959263	-0.16086741790357956
1.8999999999999981	0.07830865457032354	-0.6051119407271945	-0.12869658332034495
1.933333333333334	0.058557951520950335	-0.6092418235597146	-0.09582175227452425
1.9666666666666661	0.03713568228483277	-0.6120179498096534	-0.06060313741174986
1.9999999999999982	0.015061692544625083	-0.6132915360595955	-0.024553845411145792
2.03333333333333	-0.005834916408393176	-0.614948423881011	0.00948817995713357
2.066666666666666	-0.02643014955846823	-0.6145874882076015	0.042978216737327726
2.100000000000002	-0.04660724197428767	-0.6147973858264988	0.07566438210969449
2.1333333333333337	-0.06549427403013602	-0.6138721104469929	0.1062883501381044
