t amplitude xerr yerr
1.0666666666666642 0.2643687207960549 0.0008 0.008
3.2 0.25913226029986103 0.0008 0.008
5.368333333333332 0.2566724729354064 0.0008 0.008
7.503333333333332 0.25302489470018863 0.0008 0.008
9.669999999999996 0.24935461564195602 0.0008 0.008
11.805 0.24483917138583597 0.0008 0.008
13.938333333333333 0.24197571837014747 0.0008 0.008
16.10666666666667 0.23887466535336155 0.0008 0.008
18.240000000000002 0.23370608862421544 0.0008 0.008
20.40833333333333 0.23062504142206727 0.0008 0.008
22.54166666666666 0.22760516237333353 0.0008 0.008
24.67666666666667 0.22318081223498354 0.0008 0.008
26.843333333333334 0.21982360978063206 0.0008 0.008
29.011666666666667 0.21780273218802385 0.0008 0.008
31.14666666666667 0.21512002033749414 0.0008 0.008
33.28 0.21155676809907384 0.0008 0.008
35.44833333333333 0.2098537473941538 0.0008 0.008
37.58166666666667 0.2077496793483438 0.0008 0.008
39.71666666666667 0.20370697276114444 0.0008 0.008
41.883333333333326 0.2006841647960731 0.0008 0.008
44.018333333333345 0.19972923231639353 0.0008 0.008
46.15166666666667 0.19568627032935587 0.0008 0.008
48.320000000000014 0.19299567411018262 0.0008 0.008
50.45333333333334 0.1906086476832544 0.0008 0.008
52.62166666666667 0.1874605235372368 0.0008 0.008
54.755 0.18378040144483918 0.0008 0.008
56.89 0.1816436635380077 0.0008 0.008
59.02500000000001 0.17937314124432277 0.0008 0.008
61.19166666666667 0.17779655397509 0.0008 0.008
63.32666666666667 0.1756164143783522 0.0008 0.008
65.46000000000001 0.17315597989587855 0.0008 0.008
67.62833333333333 0.1708874714965229 0.0008 0.008
69.76166666666667 0.16842008097192204 0.0008 0.008
71.89666666666668 0.16669554093795177 0.0008 0.008
74.06333333333333 0.16485162918467106 0.0008 0.008
76.19833333333334 0.162059783391572 0.0008 0.008
78.33166666666668 0.16169181624412604 0.0008 0.008
80.5 0.15976643675501262 0.0008 0.008
82.63500000000002 0.1578494803383151 0.0008 0.008
84.76833333333333 0.15678848156175573 0.0008 0.008
86.90333333333334 0.1550158262128512 0.0008 0.008
89.07000000000002 0.15408671949018324 0.0008 0.008
91.17166666666667 0.15102736906395725 0.0008 0.008
93.33833333333334 0.14889018095362952 0.0008 0.008
95.47333333333334 0.1481864306409888 0.0008 0.008
97.64 0.14633949227415585 0.0008 0.008
99.77500000000002 0.1448533042032909 0.0008 0.008
101.90833333333333 0.14214628624212303 0.0008 0.008
104.04333333333334 0.14025796035403018 0.0008 0.008
106.21000000000001 0.13827631703341084 0.0008 0.008
108.345 0.13798320040905407 0.0008 0.008
110.48 0.13634773493275548 0.0008 0.008
112.61333333333334 0.13445900517712786 0.0008 0.008
114.78166666666668 0.133414151566153 0.0008 0.008
116.915 0.13185195086207005 0.0008 0.008
119.05 0.1303954278801304 0.0008 0.008
121.21666666666668 0.12822227341518533 0.0008 0.008
123.35166666666669 0.1286661931231443 0.0008 0.008
125.485 0.12607570758822792 0.0008 0.008
127.62000000000003 0.12524813405897803 0.0008 0.008
129.7866666666667 0.12441442020569124 0.0008 0.008
